topic_id,score,hit_fields,tag,full_label,file,line,kind,section_title,snippet,status
analytic-space,69,chapter;text,,gaga-remark-examples-coherent-analytic-modules,gaga.tex,241,remark,Analytic modules and Oka--Cartan coherence,"egin remark [Examples] The sheaf of holomorphic sections of a holomorphic vector bundle is finite locally free and hence coherent by Theorem ef theorem-oka-cartan-coherence ; compare Cohomology, Lemma ef cohomology-lemma-holomorphic-vector-bundles-locally-free-analytic-modules . ",lexical_candidate_only
analytic-space,68,chapter;text,,gaga-lemma-algebraic-charts-analytic,gaga.tex,387,lemma,Analytification of algebraic varieties,"egin lemma Let U C n and U' C n' be Zariski locally closed reduced subsets. egin enumerate The Zariski topology on C n is coarser than its usual topology. The set U , with its reduced induced structure, is a Serre complex analytic space. A regular map f : U o U' is holomorphic. A",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-corollary-compact-analytic-space-unique-algebraization,gaga.tex,1773,corollary,Chow's theorem and algebraicity,The graph f is a compact closed analytic subspace of (Ximes C Y) m an . Proposition ef proposition-compact-analytic-subspace-algebraic makes it the analytification of a closed reduced subvariety of Ximes C Y . Proposition ef proposition-algebraic-graph-holomorphic-regular therefo,lexical_candidate_only
analytic-space,67,chapter;text,,gaga-definition-analytic-module,gaga.tex,183,definition,Analytic modules and Oka--Cartan coherence,"egin definition egin reference ite[ 1, no. 3, p. 5] GAGA Let X be a Serre complex analytic space. An analytic module on X is an O X -module. It is coherent if it is coherent in the sense of Modules, Definition ef modules-definition-coherent .",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-definition-analytic-subset,gaga.tex,37,definition,Analytic subsets of complex affine space,"egin definition egin reference ite[ 1, no. 1, pp. 3--4] GAGA Let n 0 and endow C n with its usual topology. A subset U C n is an analytic subset in the sense of Serre if, for every x U , there are an open neighbourhood W of x and holomorphic functions f 1, , f k on W such that U ",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-lemma-analytic-germ-local-algebra,gaga.tex,283,lemma,Local analytic algebras,"egin lemma egin reference ite[ 1, no. 4, p. 6] GAGA The local analytic C -algebra O X,x determines the germ of a Serre complex analytic space X at x . More precisely, an isomorphism of local analytic C -algebras O X,x ong O Y,y is induced contravariantly by an isomorphism of anal",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-lemma-coherent-analytic-closed-immersion,gaga.tex,1333,lemma,Essential surjectivity: preliminaries and reduction,"egin lemma Let i:Yo X be a closed immersion of complex analytic spaces whose structure sheaves and defining ideal are coherent. Then i * is exact and fully faithful on modules, carries coherent O Y -modules to coherent O X -modules, and its essential image consists of the coheren",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-lemma-components-dimension-analytic-space,gaga.tex,331,lemma,Local analytic algebras,"egin lemma egin reference ite[ 1, no. 4, pp. 6--7] GAGA Let X be a Serre complex analytic space and x X . egin enumerate The irreducible components X i of the germ (X,x) correspond to the finitely many minimal primes p i of O X,x , and 0=igcap i p i, O X i,x = O X,x / p i. The an",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-lemma-local-analytic-algebra,gaga.tex,256,lemma,Local analytic algebras,"egin lemma egin reference ite[ 1, no. 4, p. 6] GAGA Let X be a Serre complex analytic space and x X . There are an integer n 0 and a radical ideal a C\ z 1, ,z n\ such that O X,x ong C\ z 1, ,z n\ / a as local C -algebras. Its maximal ideal consists of germs vanishing at x , its ",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-lemma-simple-point-regular-local,gaga.tex,303,lemma,Local analytic algebras,"egin lemma egin reference ite[ 1, no. 4, p. 6] GAGA Let X be a Serre complex analytic space and x X . The following are equivalent for n 0 : egin enumerate the germ (X,x) is isomorphic to ( C n,0) ; O X,x ong C\ z 1, ,z n\ ; O X,x is a regular local ring of dimension n in the sen",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-proposition-analytification,gaga.tex,410,proposition,Analytification of algebraic varieties,"egin proposition Let X be an algebraic variety over C . There is a unique Serre complex analytic space X an with the following property: for every algebraic chart arphi : V U C n from a Zariski open V X onto a Zariski locally closed reduced subset, V is open in X an and arphi is ",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-proposition-analytification-closed-ideal,gaga.tex,496,proposition,Local algebra of analytification,"egin proposition Let Z X be a Zariski locally closed reduced subvariety and let x Z( C) . After replacing X by a Zariski neighbourhood of x , view Z as closed. If J Z,x O X,x is its algebraic ideal and I Z an ,x O X an ,x is the ideal of holomorphic germs vanishing on Z an , then",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-section-analytic-modules,gaga.tex,180,section,Analytic modules and Oka--Cartan coherence,"Analytic modules and Oka--Cartan coherence egin definition egin reference ite[ 1, no. 3, p. 5] GAGA Let X be a Serre complex analytic space. An",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-section-analytic-regularity,gaga.tex,737,section,An analytic criterion for regularity,An analytic criterion for regularity egin proposition Let X and Y be algebraic varieties and let f : X an o Y an be holomorphic. I,lexical_candidate_only
analytic-space,67,chapter;text,,gaga-section-gaga-essential-surjectivity-preliminaries,gaga.tex,1330,section,Essential surjectivity: preliminaries and reduction,Essential surjectivity: preliminaries and reduction egin lemma Let i:Yo X be a closed immersion of complex analytic spaces whose structur,lexical_candidate_only
analytic-space,67,chapter;text,,gaga-section-local-analytic-algebras,gaga.tex,253,section,Local analytic algebras,"Local analytic algebras egin lemma egin reference ite[ 1, no. 4, p. 6] GAGA Let X be a Serre complex analytic space a",lexical_candidate_only
analytic-space,67,chapter;text,,gaga-section-phantom,gaga.tex,16,section,,preamble egin document itle Complex Analytic Spaces and GAGA ableofcontents Introduction This chapter develops the complex-analytic foundations needed to state and prove the compariso,lexical_candidate_only
analytic-space,67,chapter;text,,gaga-theorem-oka-cartan-coherence,gaga.tex,207,theorem,Analytic modules and Oka--Cartan coherence,"egin theorem [Oka--Cartan coherence] egin reference ite[ 1, Proposition 1, pp. 5--6] GAGA Let X be a Serre complex analytic space. egin enumerate The O X -module O X is coherent. If Y X is a closed analytic subspace, then its vanishing ideal J Y is a coherent O X -module.",lexical_candidate_only
analytic-space,46,chapter,,gaga-construction-analytification-cohomology-map,gaga.tex,1005,construction,The cohomology comparison map,"F z O Z,z O Z an ,z . Proposition ef proposition-analytification-closed-ideal gives O Z an ,z = O Z,z O X,z O X an ,z . Associativity of tensor product identifies the two stalks, and the identification is the stalk of the canonical map. The cohomology comparison map egin definiti",lexical_candidate_only
analytic-space,46,chapter,,gaga-corollary-number-field-embeddings-betti-numbers,gaga.tex,1630,corollary,Conjugation and Betti numbers,"h p,q (X m an ) and h p,q ((X ) m an ), respectively, where h p,q (M)=im C H q(M, p M). Finally, a smooth projective analytification is compact Kahler. Hodge decomposition (using the Dolbeault resolution and the Kahler identities), which is an external analytic input here, gives ",lexical_candidate_only
analytic-space,46,chapter,,gaga-definition-analytification-module,gaga.tex,876,definition,Analytification of modules,"egin definition egin reference ite[ 3, no. 9, Definition 2] GAGA Let X be an algebraic variety over C and let a X:X an o X be the canonical morphism of locally ringed spaces of Proposition ef proposition-analytification . For an O X -module F , its it analytification is F an =a X",lexical_candidate_only
analytic-space,46,chapter,,gaga-definition-coherent-analytic-twist,gaga.tex,1407,definition,Analytic twists and global generation,"egin definition For a coherent analytic module M on X an and n Z , set M(n)= M O X an O X(n) an . This is coherent, and the tensor compatibility of pullback gives the canonical identity F an (n)ong F(n) an for every coherent algebraic F .",lexical_candidate_only
analytic-space,46,chapter,,gaga-definition-principal-bundle-analytification-map,gaga.tex,1794,definition,Algebraic and analytic principal bundles,"egin definition egin reference ite[ 4, no. 20] GAGA Let G be an algebraic group over C and let X be an algebraic variety over C . Write H 1 m Zar (X,G) for the pointed set of isomorphism classes of Zariski locally trivial principal G -bundles and H 1 m an (X m an ,G m an ) for th",lexical_candidate_only
analytic-space,46,chapter,,gaga-definition-rational-section-condition,gaga.tex,1944,definition,Algebraic and analytic principal bundles,"egin definition egin reference ite[ 4, no. 20, condition (R)] GAGA A closed algebraic subgroup G m GL n satisfies extup (R) if the quotient exists and the projection m GL n/G m GL n has a rational section.",lexical_candidate_only
analytic-space,46,chapter,,gaga-definition-vanishing-ideal-analytic-subspace,gaga.tex,193,definition,Analytic modules and Oka--Cartan coherence,"egin definition Let i:Yo X be a closed analytic subspace. The vanishing ideal J Y O X has stalk ( J Y) x= \ f O X,x f| Y=0ext near x\ . There is a canonical isomorphism O X/ J Y i * O Y.",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-analytic-subset-basic-properties,gaga.tex,84,lemma,Analytic subsets of complex affine space,"egin lemma Let U C n and U' C n' be analytic subsets in the sense of Definition ef definition-analytic-subset . egin enumerate The subset U is locally closed and locally compact. The stalk O U,x is a reduced local C -algebra whose residue homomorphism is evaluation at x . The sub",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-analytification-cohomology-map-functorial,gaga.tex,1031,lemma,The cohomology comparison map,"egin lemma The maps q F are natural in F . For every short exact sequence of O X -modules, they form a morphism from the algebraic long exact cohomology sequence to the analytic long exact cohomology sequence. In particular, they commute with connecting maps.",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-analytification-dimension,gaga.tex,631,lemma,Local algebra of analytification,"egin lemma If X is irreducible of dimension r , then X an has analytic dimension r at every point.",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-analytification-exact-faithful-coherent,gaga.tex,919,lemma,Analytification of modules,"egin lemma egin reference ite[ 3, no. 9, Proposition 10] GAGA Let X be an algebraic variety over C . egin enumerate The functor F F an on O X -modules is exact. The map F :a X -1 Fo F an is injective for every F . If F is coherent, then F an is a coherent analytic module.",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-analytification-internal-hom,gaga.tex,1284,lemma,Proof of full faithfulness,"egin lemma Let X be a variety over C and let F, G be coherent O X -modules. There is a canonical isomorphism O X ( F, G) an O X an ( F an , G an ).",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-analytification-local-dimension,gaga.tex,617,lemma,Local algebra of analytification,"egin lemma For every x X( C) , im( O X,x )=im( O X an ,x ).",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-analytification-module-stalks,gaga.tex,901,lemma,Analytification of modules,"egin lemma Let x X( C)=X an . There are canonical identifications ( F an ) x = F x O X,x O X an ,x under which ( F ) x is the map m 1 m .",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-analytification-properties,gaga.tex,460,lemma,Analytification of algebraic varieties,"egin lemma Let X and Y be algebraic varieties over C . egin enumerate The space X an is locally compact, second countable, and countable at infinity. There is a canonical analytic isomorphism (X imes C Y) an ong X an imes Y an . If Z X is a Zariski locally closed reduced subvarie",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-analytification-pushforward-closed-immersion,gaga.tex,964,lemma,Closed immersions and analytification,"egin lemma egin reference ite[ 3, no. 10, Proposition 11] GAGA Let i:Zo X be a closed immersion of algebraic varieties over C , and let F be a coherent O Z -module. There is a canonical isomorphism (i * F) an i an *( F an ).",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-dense-image-contains-open,gaga.tex,706,lemma,The classical and Zariski topologies,"egin lemma Let f : X o Y be a morphism of algebraic varieties over C . If f(X) is Zariski dense in Y , then f(X) contains a Zariski open dense subset of Y .",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-gaga-essential-surjectivity-projective-reduction,gaga.tex,1359,lemma,Essential surjectivity: preliminaries and reduction,"egin lemma Uniqueness in Theorem ef theorem-gaga-essential-surjectivity follows from Theorem ef theorem-gaga-fully-faithful . For existence, it is enough to prove the theorem when X= P r C .",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-hyperplane-analytic-serre-vanishing,gaga.tex,1424,lemma,Analytic twists and global generation,"egin lemma Let Eong P r-1 C be a hyperplane and let A be a coherent analytic module on E an . Then H q(E an , A(n))=0 for every q>0 and all sufficiently large n .",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-projective-analytic-cohomological-dimension,gaga.tex,1147,lemma,Proof of the cohomology comparison theorem,"egin lemma [Analytic cohomological dimension of projective space] Let r 0 and let A be a sheaf of abelian groups on P r( C) with its analytic topology. Then H q( P r( C), A)=0 for q>2r.",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-projective-analytic-global-generation,gaga.tex,1446,lemma,Analytic twists and global generation,egin lemma Let M be a coherent analytic module on X an = P r( C) . There is an integer n 0 such that M(n) is generated by global sections for every n n 0 .,lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-projective-structure-sheaf-comparison,gaga.tex,1167,lemma,Proof of the cohomology comparison theorem,"egin lemma For every r 0 and every q 0 , the comparison map H q( P r C , O) H q( P r( C), O an ) is an isomorphism.",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-projective-twist-comparison,gaga.tex,1197,lemma,Proof of the cohomology comparison theorem,"egin lemma Let r 0 and n Z . For every q 0 , the comparison map H q( P r C , O(n)) H q( P r( C), O(n) an ) is an isomorphism.",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-total-fractions-reduced,gaga.tex,838,lemma,An analytic criterion for regularity,"egin lemma Let A be a reduced ring with finitely many minimal primes p 1, , p r . Let S be the set of elements lying in none of the p i and put K i= Frac (A/ p i) . Then A S= i=1 rK i.",lexical_candidate_only
analytic-space,46,chapter,,gaga-lemma-zariski-dense-open-analytically-dense,gaga.tex,654,lemma,The classical and Zariski topologies,egin lemma Let U X be Zariski open and Zariski dense. Then U an is dense in X an .,lexical_candidate_only
analytic-space,46,chapter,,gaga-proposition-additive-principal-bundles-gaga,gaga.tex,1843,proposition,Algebraic and analytic principal bundles,"egin proposition egin reference ite[ 4, no. 20, Proposition 17] GAGA If X is a projective algebraic variety over C and G= G a , then arepsilon G is bijective.",lexical_candidate_only
analytic-space,46,chapter,,gaga-proposition-algebraize-reduction-structure-group,gaga.tex,1908,proposition,Algebraic and analytic principal bundles,"egin proposition [Algebraizing a reduction of structure group] egin reference ite[ 4, no. 20, Proposition 19] GAGA Let H G be algebraic groups over C . Assume that the quotient G/H exists as an algebraic variety and that Go G/H has a rational section. Let X be a proper algebraic ",lexical_candidate_only
analytic-space,46,chapter,,gaga-proposition-analytic-isomorphism-algebraic,gaga.tex,758,proposition,An analytic criterion for regularity,"egin proposition Let p:To X be a morphism of algebraic varieties which is bijective on classical points. If p an :T an o X an is an analytic isomorphism, then p is an isomorphism.",lexical_candidate_only
analytic-space,46,chapter,,gaga-proposition-compact-analytic-subspace-algebraic,gaga.tex,1702,proposition,Chow's theorem and algebraicity,"egin proposition egin reference ite[ 4, no. 19, Proposition 14] GAGA Let X be an algebraic variety over C . Every compact closed reduced analytic subspace Y X m an is algebraic: there is a unique closed reduced subscheme Z X with Z m an =Y .",lexical_candidate_only
analytic-space,46,chapter,,gaga-proposition-conjugate-smooth-projective-betti-numbers,gaga.tex,1584,proposition,Conjugation and Betti numbers,"egin proposition egin reference ite[ 4, no. 18, Proposition 12] GAGA Let X be a smooth projective algebraic variety over C . Then X m an and (X ) m an have the same Betti numbers.",lexical_candidate_only
analytic-space,46,chapter,,gaga-proposition-general-linear-principal-bundles-gaga,gaga.tex,1861,proposition,Algebraic and analytic principal bundles,"egin proposition egin reference ite[ 4, no. 20, Proposition 18] GAGA If X is a projective algebraic variety over C and G= m GL n , then arepsilon G is bijective.",lexical_candidate_only
analytic-space,46,chapter,,gaga-proposition-image-closure,gaga.tex,720,proposition,The classical and Zariski topologies,egin proposition Let f : X o Y be a morphism of algebraic varieties. The closure of f(X( C)) in Y an is the set of classical points of the Zariski closure of f(X) in Y .,lexical_candidate_only
analytic-space,46,chapter,,gaga-proposition-principal-bundle-analytification-injective,gaga.tex,1819,proposition,Algebraic and analytic principal bundles,"egin proposition egin reference ite[ 4, no. 20, Proposition 16] GAGA If X is a proper algebraic variety over C , then arepsilon G is injective. More precisely, every analytic isomorphism between the analytifications of two algebraic principal G -bundles is algebraic.",lexical_candidate_only
analytic-space,46,chapter,,gaga-proposition-proper-if-and-only-if-compact-analytification,gaga.tex,671,proposition,The classical and Zariski topologies,egin proposition An algebraic variety X over C is proper over C if and only if the topological space X an is compact.,lexical_candidate_only
analytic-space,46,chapter,,gaga-proposition-rational-section-principal-bundles-gaga,gaga.tex,1957,proposition,Algebraic and analytic principal bundles,"egin proposition egin reference ite[ 4, no. 20, Proposition 20] GAGA Let G m GL n satisfy extup (R) . For every projective algebraic variety X over C , the map arepsilon G:H 1 m Zar (X,G) H 1 m an (X m an ,G m an ) is bijective.",lexical_candidate_only
analytic-space,46,chapter,,gaga-remark-analytification-ideal-sheaf,gaga.tex,951,remark,Analytification of modules,"egin remark [Analytification of an ideal] If J O X is a quasi-coherent ideal, exactness identifies J an with the ideal of O X an generated by the image of a X -1 J . For the ideal of a reduced closed subvariety this is also Proposition ef proposition-analytification-closed-ideal ",lexical_candidate_only
analytic-space,46,chapter,,gaga-remark-conjugate-varieties-historical,gaga.tex,1648,remark,Conjugation and Betti numbers,"egin remark [Historical scope] Serre observed in ite[ 4, no. 18] GAGA that a conjugate pair need not be analytically isomorphic (elliptic curves already show this), and asked there whether such a pair must be homeomorphic. This historical question is not an input to Proposition e",lexical_candidate_only
analytic-space,46,chapter,,gaga-remark-gaga-comparison-factorization,gaga.tex,1116,remark,The GAGA comparison theorems,"egin remark [The intermediate inverse-image sheaf] The comparison map factors canonically as H q(X, F) H q(X an ,a X -1 F) H q(X an , F an ). The first arrow need not be an isomorphism. For example, let X be an irreducible projective variety whose analytification has a nonzero Be",lexical_candidate_only
analytic-space,46,chapter,,gaga-remark-gaga-projectivity-essential,gaga.tex,1103,remark,The GAGA comparison theorems,"egin remark [Projectivity is essential] For X= A 1 C and F= O X , the degree-zero comparison map is C[z] ( C, O C ), whose target is the ring of entire functions. It is not surjective. Thus the projectivity hypothesis in the comparison theorems cannot simply be discarded.",lexical_candidate_only
analytic-space,46,chapter,,gaga-remark-line-bundles-gaga,gaga.tex,1893,remark,Algebraic and analytic principal bundles,"egin remark [Line bundles and the historical formulation] For n=1 , Proposition ef proposition-general-linear-principal-bundles-gaga is the isomorphism m Pic (X) m Pic (X m an ). Serre's remarks after Proposition 18 in ite[ 4, no. 20] GAGA express this in terms of divisor classes",lexical_candidate_only
analytic-space,46,chapter,,gaga-remark-rational-section-condition-examples,gaga.tex,1981,remark,Algebraic and analytic principal bundles,"egin remark [Examples and historical boundary] Condition extup (R) holds for solvable subgroups by Rosenlicht's theorem, for m SL n via the determinant section, and for m Sp 2m by rational symplectic Gram--Schmidt. Serre also records in ite[ 4, no. 20] GAGA the then-open simply c",lexical_candidate_only
analytic-space,46,chapter,,gaga-section-analytic-subsets,gaga.tex,34,section,Analytic subsets of complex affine space,"Analytic subsets of complex affine space egin definition egin reference ite[ 1, no. 1, pp. 3--4] GAGA Let n 0 and endow C n with",lexical_candidate_only
analytic-space,46,chapter,,gaga-section-analytification,gaga.tex,376,section,Analytification of algebraic varieties,"Analytification of algebraic varieties Throughout this section an algebraic variety over C means a reduced separated scheme of finite type over C , not necessarily irreduc",lexical_candidate_only
analytic-space,46,chapter,,gaga-section-analytification-closed-immersions,gaga.tex,961,section,Closed immersions and analytification,"Closed immersions and analytification egin lemma egin reference ite[ 3, no. 10, Proposition 11] GAGA",lexical_candidate_only
analytic-space,46,chapter,,gaga-section-analytification-cohomology-map,gaga.tex,1002,section,The cohomology comparison map,"The cohomology comparison map egin definition [Cohomology comparison map] egin reference ite[ 3, no. 11] GAGA refer",lexical_candidate_only
analytic-space,46,chapter,,gaga-section-analytification-modules,gaga.tex,873,section,Analytification of modules,"Analytification of modules egin definition egin reference ite[ 3, no. 9, Definition 2] GAGA Let X be an algebraic v",lexical_candidate_only
analytic-space,46,chapter,,gaga-section-classical-zariski-topologies,gaga.tex,651,section,The classical and Zariski topologies,The classical and Zariski topologies egin lemma Let U X be Zariski open and Zariski dense. Then U an is dense in X an .,lexical_candidate_only
analytic-space,46,chapter,,gaga-section-completion-gaga-essential-surjectivity,gaga.tex,1529,section,Completion of essential surjectivity,"Completion of essential surjectivity egin proof [Completion of the proof of Theorem ef theorem-gaga-essential-surjectivity ] It remains, by Lemma ef lemma-gaga-essential-surje",lexical_candidate_only
analytic-space,46,chapter,,gaga-section-gaga-analytic-twists,gaga.tex,1400,section,Analytic twists and global generation,Analytic twists and global generation We now fix X= P r C and argue by induction on r for essential surjectivity. The case r=0 is the equivalence between finite dimensional comp,lexical_candidate_only
analytic-space,46,chapter,,gaga-section-gaga-applications,gaga.tex,1571,section,Applications of the comparison theorems,"Applications of the comparison theorems Conjugation and Betti numbers Let m Aut ( C) . For a scheme X over C , writ",lexical_candidate_only
analytic-space,46,chapter,,gaga-section-gaga-statements,gaga.tex,1049,section,The GAGA comparison theorems,"The GAGA comparison theorems egin theorem [Cohomology comparison] egin reference ite[ 3, no. 12, Theorem 1] GAGA Let X be a projective a",lexical_candidate_only
analytic-space,46,chapter,,gaga-section-introduction,gaga.tex,21,section,Introduction,Introduction This chapter develops the complex-analytic foundations needed to state and prove the comparison theorems usually called GAGA. The initial sections use the reduc,lexical_candidate_only
analytic-space,46,chapter,,gaga-section-local-comparison,gaga.tex,484,section,Local algebra of analytification,"Local algebra of analytification Let x X( C) . We write heta x : O X,x O X an ,x for the local homomorphism induced by a X . Both",lexical_candidate_only
analytic-space,46,chapter,,gaga-section-proof-gaga-cohomology,gaga.tex,1140,section,Proof of the cohomology comparison theorem,Proof of the cohomology comparison theorem We first record the two analytic inputs used to start and bound the proof. They are deliberately visible: neither is a formal consequence of the algebraic cohomo,lexical_candidate_only
analytic-space,46,chapter,,gaga-section-proof-gaga-fully-faithful,gaga.tex,1281,section,Proof of full faithfulness,"Proof of full faithfulness egin lemma Let X be a variety over C and let F, G be coherent O X -mod",lexical_candidate_only
analytic-space,46,chapter,,gaga-subsection-gaga-betti-numbers,gaga.tex,1574,subsection,Conjugation and Betti numbers,"Conjugation and Betti numbers Let m Aut ( C) . For a scheme X over C , write X =Ximes m Spec ( C), m Spec (",lexical_candidate_only
analytic-space,46,chapter,,gaga-subsection-gaga-chow,gaga.tex,1658,subsection,Chow's theorem and algebraicity,"Chow's theorem and algebraicity egin theorem [Chow] egin reference ite[ 4, no. 19, Proposition 13] GAGA Let X be a projective",lexical_candidate_only
analytic-space,46,chapter,,gaga-subsection-gaga-principal-bundles,gaga.tex,1791,subsection,Algebraic and analytic principal bundles,"Algebraic and analytic principal bundles egin definition egin reference ite[ 4, no. 20] GAGA Let G be an algebrai",lexical_candidate_only
analytic-space,46,chapter,,gaga-theorem-analytification-completed-local-rings,gaga.tex,556,theorem,Local algebra of analytification,"egin theorem For every algebraic variety X over C and every x X( C) , the local homomorphism heta x induces an isomorphism of completed local rings heta x : O X,x \ \ O X an ,x . In particular, heta x is injective.",lexical_candidate_only
analytic-space,46,chapter,,gaga-theorem-analytification-local-faithfully-flat,gaga.tex,589,theorem,Local algebra of analytification,"egin theorem The local homomorphism heta x : O X,x O X an ,x is faithfully flat. In Serre's terminology, ( O X,x , O X an ,x ) is a flat pair: the quotient O X an ,x / O X,x is flat over O X,x , and for every ideal I O X,x one has I O X an ,x ap O X,x =I.",lexical_candidate_only
analytic-space,46,chapter,,gaga-theorem-chow-closed-analytic-projective,gaga.tex,1661,theorem,Chow's theorem and algebraicity,"egin theorem [Chow] egin reference ite[ 4, no. 19, Proposition 13] GAGA Let X be a projective algebraic variety over C . Every closed reduced analytic subspace Y X m an is the analytification of a unique closed reduced subscheme of X .",lexical_candidate_only
