id,part,source_file,source_locator,authority_sha256,observation,adverse_evidence,proposed_smallest_correction,status
ALGEBRA-002,p01,algebra.tex,algebra.tex:31801,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The proof calls the indexing category cofiltered.,The category has just been proved filtered and the construction is a colimit; cofiltered reverses the required variance.,Replace cofiltered by filtered.,provisionally_accepted_as_MC-STK-ERR-0400_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-003,p01,algebra.tex,algebra.tex:32020,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The equality target is written $M \otimes_A R_i$.,The compared elements are the images $u(x_j)$ and $u'(x_j)$ in the target module $N$.,Replace the target by $N \otimes_A R_i$.,provisionally_accepted_as_MC-STK-ERR-0401_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-004,p01,algebra.tex,algebra.tex:32034-32036,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof uses $x_j$ after choosing generators $y_1,\ldots,y_m$ of $N$.",The $x_j$ belong to the earlier presentation of $M$ and are not the generators being lifted in this part.,Replace these $x_j$ occurrences by $y_j$.,provisionally_accepted_as_MC-STK-ERR-0402_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-005,p01,algebra.tex,algebra.tex:32056-32057,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,Two base changes are written $\otimes_R R_i$.,The modules are $A$-modules and every base change in the lemma is from $A$ to $R_i$.,Replace both tensor bases $R$ by $A$.,provisionally_accepted_as_MC-STK-ERR-0403_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-006,p01,algebra.tex,algebra.tex:32134-32136,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,Occurrences of $B \otimes_A R$ and $B \otimes_A R_i$ are used as targets.,The elements $u(x_j)$ and $u'(x_j)$ lie in the target algebra $C$.,Replace the target-algebra occurrences of $B$ by $C$.,provisionally_accepted_as_MC-STK-ERR-0404_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-008,p01,algebra.tex,algebra.tex:32151,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The algebra-presentation proof refers to $N$.,No $N$ is defined in this lemma; the kernel being presented belongs to the algebra $C$.,Replace $N$ by $C$.,provisionally_accepted_as_MC-STK-ERR-0405_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-009,p01,algebra.tex,algebra.tex:32152,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The presentation map sends each $x_j$ to $\sum c_j$.,Each polynomial variable must map to its corresponding chosen generator $c_j$; summing over a free index is ill-typed.,Replace $x_j \mapsto \sum c_j$ by $x_j \mapsto c_j$.,provisionally_accepted_as_MC-STK-ERR-0406_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-010,p01,algebra.tex,algebra.tex:32162,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The relation indexed by $s$ is written $\xi_s=f_j(z_1,\ldots,z_m)$.","The surrounding sentence quantifies $s=1,\ldots,t$ and the defining relations are indexed by $s$.",Replace $f_j$ by $f_s$.,provisionally_accepted_as_MC-STK-ERR-0407_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-011,p01,algebra.tex,algebra.tex:32170-32171,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The inverse $v$ is given the same direction as $u\otimes1$.,"The map $u\otimes1$ goes from $B\otimes_A R$ to $C\otimes_A R$, while line 32171 gives $v_i$ the correct opposite direction.",Give $v$ direction $C\otimes_A R\to B\otimes_A R$.,provisionally_accepted_as_MC-STK-ERR-0408_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-012,p01,algebra.tex,algebra.tex:32173-32174,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,Two algebra base changes are written $\otimes_R R_i$.,The algebras $B$ and $C$ are $A$-algebras and the lemma's base change is from $A$ to $R_i$.,Replace both tensor bases $R$ by $A$.,provisionally_accepted_as_MC-STK-ERR-0409_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-013,p01,algebra.tex,algebra.tex:32197-32198,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The item introduces $\varphi_\lambda$ and $\psi_\lambda$ but then uses unindexed $\varphi$ and $\psi$.,Only the indexed morphisms are defined in this item and the statement is quantified over $\lambda$.,Replace the two unindexed symbols by $\varphi_\lambda$ and $\psi_\lambda$.,provisionally_accepted_as_MC-STK-ERR-0410_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-014,p01,algebra.tex,algebra.tex:32531-32532,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The proof says the selected elements are integral over $S$.,The hypothesis is that $S$ is integral over $R$; integrality over $S$ is tautological and does not place the elements in the constructed finite $R$-subalgebras.,Replace integral over $S$ by integral over $R$.,provisionally_accepted_as_MC-STK-ERR-0411_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-015,p01,algebra.tex,algebra.tex:16530-16532,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The set intersection $D(f)\cap\operatorname{Supp}(K)$ is equated to the scalar $0$.,"Both terms are subsets of $\operatorname{Spec}(R)$; the proof immediately deduces $K_f=0$, which is exactly the empty-intersection conclusion.",Replace the right-hand side $0$ by $\emptyset$.,provisionally_accepted_as_MC-STK-ERR-0412_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-016,p01,algebra.tex,algebra.tex:18416-18417,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The expression $H_i(R(A)_\bullet))$ has an unmatched second closing parenthesis.,The parallel $H_i(U(A)_\bullet)$ on line 18417 and both expressions in the lemma statement have exactly one closing parenthesis.,Delete the extra closing parenthesis after $\bullet$.,provisionally_accepted_as_MC-STK-ERR-0413_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-017,p01,algebra.tex,algebra.tex:18643-18646,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The proof says $\operatorname{Tor}_p$ is computed as cohomology groups of the lower-indexed complex $F_\bullet\otimes_RN$.,Tor is the homology of a homological free-resolution complex; the cited lemma constructs that lower-indexed complex.,Replace cohomology groups by homology groups (or singular homology group for fixed $p$).,provisionally_accepted_as_MC-STK-ERR-0414_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-018,p01,algebra.tex,algebra.tex:522,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The phrase reads 'there exist an n ... and an surjection'.,The indefinite article before surjection disagrees with its consonant onset.,Replace 'an surjection' by 'a surjection'.,provisionally_accepted_as_MC-STK-ERR-0415_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-019,p01,algebra.tex,algebra.tex:972,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,An element is said to have image zero 'on H'.,The image lies in the target module $H$; standard English uses 'in H'.,Replace 'on $H$' by 'in $H$'.,provisionally_accepted_as_MC-STK-ERR-0416_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-020,p01,algebra.tex,algebra.tex:1148-1150,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The sentence combines 'Denote by' with 'be the equivalence class' and then repeats the construction for $S^{-1}M$.,Either 'Denote by ... the ...' or 'Let ... be ...' is grammatical; the current hybrid is not.,Use 'Denote by $m/s$ ... the equivalence class ... and by $S^{-1}M$ the set ...'.,provisionally_accepted_as_MC-STK-ERR-0417_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-021,p01,algebra.tex,algebra.tex:1140-1156,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,Scalar multiplication is printed $m/s\cdot n/t=mn/st$ after both $m$ and $n$ were introduced as elements of the module $M$.,A general module has no product $mn$; scalar multiplication requires a numerator from the ring $A$ and one from $M$.,"For $a\in A$ and $m\in M$, write $(a/s)\cdot(m/t)=am/(st)$.",provisionally_accepted_as_MC-STK-ERR-0418_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-022,p01,algebra.tex,algebra.tex:1172,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The hypothesis reads 'Let S subset R a multiplicative subset'.,The copular verb is missing.,Insert 'be' before 'a multiplicative subset'.,provisionally_accepted_as_MC-STK-ERR-0419_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-023,p01,algebra.tex,algebra.tex:1187,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The phrase uses bare text 'R-linear' while $R$ is a mathematical symbol.,Nearby module and map symbols consistently use math mode.,Replace bare R by `$R$` in `$R$-linear'.,provisionally_accepted_as_MC-STK-ERR-0420_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-024,p01,algebra.tex,algebra.tex:1308,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The sentence reads 'given a $A$-module M'.,The article must be 'an' before A and the module symbol $M$ should be in math mode.,Use 'given an $A$-module $M$'.,provisionally_accepted_as_MC-STK-ERR-0421_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-025,p01,algebra.tex,algebra.tex:1322,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The sentence says 'independent the choice of the fraction'.,The adjective independent requires the preposition 'of'.,Insert 'of' after 'independent'.,provisionally_accepted_as_MC-STK-ERR-0422_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-026,p01,algebra.tex,algebra.tex:1327-1329,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The module-localization paragraph calls $u$ 'an $A$ homomorphism'.,The surrounding objects are $A$-modules and the intended structure is module-linearity.,Use '$A$-module homomorphism' or '$A$-linear homomorphism'.,provisionally_accepted_as_MC-STK-ERR-0423_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-027,p01,algebra.tex,algebra.tex:1375-1377,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The prose refers to 'the preceding Corollary'.,The immediately preceding result is the lemma labelled lemma-localize-quotient-modules.,Replace Corollary by Lemma.,provisionally_accepted_as_MC-STK-ERR-0424_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-028,p01,algebra.tex,algebra.tex:1769-1774,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The universal-property proof composes $(j\circ j')$ with $g:X\to T$ and $(j'\circ j)$ with $g':X\to T'$, making both displayed composites ill-typed.","With $j:T\to T'$ and $j':T'\to T$, the conclusion requires $j'\circ j=\mathrm{id}_T$ and $j\circ j'=\mathrm{id}_{T'}$.",At line 1771 use $(j'\circ j)\circ g$; at line 1774 use $(j\circ j')\circ g'$.,provisionally_accepted_as_MC-STK-ERR-0425_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-029,p01,algebra.tex,algebra.tex:1771-1772,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The plural subject 'both the maps ... and g' is followed by 'satisfies'.,Plural subject-verb agreement requires 'satisfy'.,Replace satisfies by satisfy.,provisionally_accepted_as_MC-STK-ERR-0426_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-030,p01,algebra.tex,algebra.tex:1807-1809,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The module symbol T is left outside math mode in 'an R-module T'.,"The pair is immediately denoted $(T,g)$ and all mathematical symbols should be in math mode.",Replace bare T by `$T$`.,provisionally_accepted_as_MC-STK-ERR-0427_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-031,p01,algebra.tex,algebra.tex:1899-1902,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The sentence reads 'isomorphic as both as A-module and B-module'.,The first 'as' is duplicated and the two module senses need parallel grammar.,Use 'isomorphic both as $A$-modules and as $B$-modules'.,provisionally_accepted_as_MC-STK-ERR-0428_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-032,p01,algebra.tex,algebra.tex:2057-2060,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The definition says 'N is said to be flat R-module'.,The singular count phrase requires an article and $R$ is a mathematical symbol.,Use 'N is said to be a flat $R$-module'.,provisionally_accepted_as_MC-STK-ERR-0429_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-033,p01,algebra.tex,algebra.tex:19523-19527,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"After the split surjection $\varphi_f:P_{1,f}\to P_{2,f}$, the proof says $\Ker(\varphi)_f$ is a direct summand of $P_{2,f}$.","The kernel is a submodule of the source, and a section gives $P_{1,f}\cong\Ker(\varphi)_f\oplus P_{2,f}$; this is what proves the kernel finite projective.","Replace the final $P_{2,f}$ on line 19526 by $P_{1,f}$.",provisionally_accepted_as_MC-STK-ERR-0430_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-034,p01,algebra.tex,algebra.tex:2606-2612,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says the element $x+fy$ 'is not contained in' the ideals $\mathfrak p_1,\ldots,\mathfrak p_s$.","Containment is a relation between subsets; the argument proves elementwise non-membership in every listed ideal, using $x\notin\mathfrak p_i$ for $i<s$ and $fy\notin\mathfrak p_s$.","Replace the sentence by 'Then $x+fy$ does not belong to any of $\mathfrak p_1,\ldots,\mathfrak p_s$.'",provisionally_accepted_as_MC-STK-ERR-0431_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-035,p01,algebra.tex,algebra.tex:2728-2737,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For the $m\times m$ matrix $A_1$ and its adjugate $B$, the proof writes $A_1B=BA_1=f$, where $f=\det(A_1)$.",Both products are $m\times m$ matrices whereas $f$ is a scalar; the adjugate identity is $A_1B=BA_1=fI_m$.,"Replace the final $f$ by $fI_m$ (or $f\,1_{m\times m}$).",provisionally_accepted_as_MC-STK-ERR-0432_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-036,p01,algebra.tex,algebra.tex:2738-2743,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The displayed expansion uses $\det(A_1^{jk})$, but the following sentence defines $A_1^{ij}$ while saying that the $j$th row and $k$th column are removed.","The summation index is $k$, the cofactor sign is $(-1)^{j+k}$, and the prose explicitly names row $j$ and column $k$; $i$ is the external row index of $A$.",Replace $A_1^{ij}$ in the explanatory sentence by $A_1^{jk}$.,provisionally_accepted_as_MC-STK-ERR-0433_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-037,p01,algebra.tex,algebra.tex:2860-2868,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The monic polynomial is written $P=t^n+a_1t^{n-1}+\ldots+a_n\in R[T]$, mixing lowercase $t$ in the formula with uppercase $T$ in the declared polynomial ring.","No lowercase $t$ is introduced in the lemma, while the ambient polynomial ring explicitly uses the indeterminate $T$; the polynomial is subsequently evaluated at $\varphi$.",Replace every lowercase $t$ in the displayed polynomial by uppercase $T$.,provisionally_accepted_as_MC-STK-ERR-0434_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-038,p01,algebra.tex,algebra.tex:2906-2911,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The summation is typeset as $\sum_{j=1,\ldots,n}b_j(\varphi)$, placing the entire range in the subscript.","Standard indexed-sum syntax requires the initial index below and the terminal bound above; the intended finite sum is clear from the preceding $a_1,\ldots,a_n$.","Replace $\sum_{j=1,\ldots,n}$ by $\sum_{j=1}^{n}$.",provisionally_accepted_as_MC-STK-ERR-0435_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-039,p01,algebra.tex,algebra.tex:3029-3035,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The sentence has bare prose numeral `1` immediately before the mathematical relation `$\notin I$`.,The unit is a mathematical object and the following line likewise uses bare `1`; the mixed boundary produces incorrect mathematical typesetting.,Typeset the complete relation as `$1\notin I$` and the following unit occurrence as `$1$`.,provisionally_accepted_as_MC-STK-ERR-0436_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-040,p01,algebra.tex,algebra.tex:3072-3075,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The proof says `either $I$ of $J$ is in $\mathfrak p$`.,"The word `of` is a typo for `or`, and ideals are contained in a prime ideal rather than elements of it; primality applied to $IJ\subset\mathfrak p$ gives $I\subset\mathfrak p$ or $J\subset\mathfrak p$.",Replace the clause by `either $I\subset\mathfrak p$ or $J\subset\mathfrak p$`.,provisionally_accepted_as_MC-STK-ERR-0437_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-041,p01,algebra.tex,algebra.tex:3177-3183,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The instruction reads `let $\mathfrak p$ the inverse image`.,The object-complement construction requires the copula `be`.,Insert `be`: `let $\mathfrak p$ be the inverse image ...`.,provisionally_accepted_as_MC-STK-ERR-0438_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-042,p01,algebra.tex,algebra.tex:3293-3297,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"After writing $U=\bigcup_{i=1}^nD(f_i)$ and $V=\bigcup_{j=1}^mD(g_j)$, the proof writes `$U\cap V=\bigcup D(f_ig_j)$` without any union indices.",The displayed union is not bound and therefore does not state which of the finitely many pairwise intersections are taken; quasi-compactness uses all $1\le i\le n$ and $1\le j\le m$.,"Write `$U\cap V=\bigcup_{1\le i\le n,\ 1\le j\le m}D(f_ig_j)$` (or an equivalent doubly indexed finite union).",provisionally_accepted_as_MC-STK-ERR-0439_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-043,p01,algebra.tex,algebra.tex:21138-21156,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The tensor-product proof first writes $M\otimes_RN=\colim M_i\otimes_RM_j$ and later types the second auxiliary map as $b:M_{j''}\to M_{j'}$.,"The same paragraph defines $N=\colim_jN_j$, transition maps $g_{jj'}:N_j\to N_{j'}$, and then uses $a\otimes b:M_{i''}\otimes_RN_{j''}\to M_{i'}\otimes_RN_{j'}$; both second factors must belong to the $N$-system.",In line 21145 replace the final $M_j$ by $N_j$; in line 21151 replace both $M_{j''}$ and $M_{j'}$ in the type of $b$ by $N_{j''}$ and $N_{j'}$.,provisionally_accepted_as_MC-STK-ERR-0440_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-044,p01,algebra.tex,algebra.tex:3380-3396,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,The proof reads `The equivalence (1) and (2) is tautological.`,"The noun `equivalence` requires `of` before the paired assertions, as the immediately preceding sentence correctly says `the equivalence of (1) and (3)`.",Insert `of`: `The equivalence of (1) and (2) is tautological.`,provisionally_accepted_as_MC-STK-ERR-0441_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
ALGEBRA-045,p01,algebra.tex,algebra.tex:3527-3537,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"After displaying $F_{\overline{\mathfrak q}}\cong S_\mathfrak q\otimes_{R_\mathfrak p}\kappa(\mathfrak p)$, the remark says one ring map `is ... isomorphic to` the localization map $F\to F_{\overline{\mathfrak q}}$.","The displayed codomain isomorphism identifies the two maps; without specifying an arrow-category isomorphism, saying that a map itself is isomorphic to another is imprecise.","Write `which, under the displayed isomorphism, identifies with $F\to F_{\overline{\mathfrak q}}$`.",provisionally_accepted_as_MC-STK-ERR-0442_R6_proof_intake_2026-08-23_unmaterialized_authority_unchanged_target_current_disposition_preserved
