unit_id,item,unit_type,parent_id,source_start,source_end,source_loc,authority_sha256,source_topics,topic_evidence_labels,topic_evidence_tags,decision_id,disposition,review_state,stacks_labels,stacks_tags,rationale
gaga:prop:5,gaga:prop:5,proposition,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:93,english_source_aligned_workpass/components/02_associated_analytic_space.tex:93,english_source_aligned_workpass/components/02_associated_analytic_space.tex:93,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:prop:6,gaga:prop:6,proposition,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:101,english_source_aligned_workpass/components/02_associated_analytic_space.tex:101,english_source_aligned_workpass/components/02_associated_analytic_space.tex:101,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,proper-projective,morphisms-section-projective;morphisms-section-proper,01W0;01W7,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:lemma:2,gaga:lemma:2,lemma,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:109,english_source_aligned_workpass/components/02_associated_analytic_space.tex:109,english_source_aligned_workpass/components/02_associated_analytic_space.tex:109,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:prop:7,gaga:prop:7,proposition,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:113,english_source_aligned_workpass/components/02_associated_analytic_space.tex:113,english_source_aligned_workpass/components/02_associated_analytic_space.tex:113,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:no:8,gaga:no:8,numbered_unit,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:117,english_source_aligned_workpass/components/02_associated_analytic_space.tex:117,english_source_aligned_workpass/components/02_associated_analytic_space.tex:117,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:prop:8,gaga:prop:8,proposition,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:121,english_source_aligned_workpass/components/02_associated_analytic_space.tex:121,english_source_aligned_workpass/components/02_associated_analytic_space.tex:121,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytic-space,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:prop:9,gaga:prop:9,proposition,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:125,english_source_aligned_workpass/components/02_associated_analytic_space.tex:125,english_source_aligned_workpass/components/02_associated_analytic_space.tex:125,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:lemma:3,gaga:lemma:3,lemma,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:149,english_source_aligned_workpass/components/02_associated_analytic_space.tex:149,english_source_aligned_workpass/components/02_associated_analytic_space.tex:149,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:section:3,gaga:section:3,section,gaga,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:1,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:1,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:1,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,coherent,coherent-section-coherent-sheaves;modules-section-coherent,01BU;01XY,,structural_only,classified,,,Source structure; no independent Stacks object.
gaga:no:9,gaga:no:9,numbered_unit,gaga,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:3,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:3,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:3,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,comparison-sheaves,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:def:2,gaga:def:2,definition,gaga,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:9,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:9,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:9,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytification;comparison-sheaves,etale-lemma-etale-analytification-local-isomorphism;pione-section-comparison-complex,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:prop:10,gaga:prop:10,proposition,gaga,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:35,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:35,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:35,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,flatness,algebra-section-flat,00H9,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:prop:10:item:a,gaga:prop:10:item:a,subitem,gaga:prop:10,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:35,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:35,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:35,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,flatness,algebra-section-flat,00H9,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:prop:10:item:b,gaga:prop:10:item:b,subitem,gaga:prop:10,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:37,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:37,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:37,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,comparison-sheaves,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:prop:10:item:c,gaga:prop:10:item:c,subitem,gaga:prop:10,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:39,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:39,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:39,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,coherent;comparison-sheaves,coherent-section-coherent-sheaves;modules-section-coherent,01BU;01XY,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:no:10,gaga:no:10,numbered_unit,gaga,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:67,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:67,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:67,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:prop:11,gaga:prop:11,proposition,gaga,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:71,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:71,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:71,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:no:11,gaga:no:11,numbered_unit,gaga,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:100,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:100,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:100,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,comparison-cohomology,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:no:12,gaga:no:12,numbered_unit,gaga,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:159,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:159,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:159,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,proper-projective,morphisms-section-projective;morphisms-section-proper,01W0;01W7,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:thm:1,gaga:thm:1,theorem,gaga,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:163,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:163,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:163,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,comparison-cohomology;comparison-sheaves,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:thm:2,gaga:thm:2,theorem,gaga,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:175,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:175,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:175,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,comparison-sheaves,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:thm:3,gaga:thm:3,theorem,gaga,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:177,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:177,english_source_aligned_workpass/components/03_sheaf_correspondence_nos09_12.tex:177,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytification;coherent;comparison-sheaves,coherent-section-coherent-sheaves;etale-lemma-etale-analytification-local-isomorphism;modules-section-coherent;pione-section-comparison-complex,01BU;01XY,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:no:13,gaga:no:13,numbered_unit,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:1,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:1,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:1,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,comparison-cohomology,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:lemma:4,gaga:lemma:4,lemma,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:24,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:24,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:24,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:lemma:5,gaga:lemma:5,lemma,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:28,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:28,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:28,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:no:14,gaga:no:14,numbered_unit,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:105,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:105,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:105,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,comparison-sheaves,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:lemma:6,gaga:lemma:6,lemma,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:119,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:119,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:119,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:no:15,gaga:no:15,numbered_unit,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:166,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:166,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:166,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,comparison-sheaves,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:no:16,gaga:no:16,numbered_unit,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:188,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:188,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:188,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,comparison-sheaves,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:lemma:7,gaga:lemma:7,lemma,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:202,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:202,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:202,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,coherent;comparison-cohomology;comparison-sheaves,coherent-section-coherent-sheaves;modules-section-coherent,01BU;01XY,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:lemma:8,gaga:lemma:8,lemma,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:208,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:208,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:208,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,coherent;comparison-sheaves,coherent-section-coherent-sheaves;modules-section-coherent,01BU;01XY,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
gaga:eq:1,gaga:eq:1,equation,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:240,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:240,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:240,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:eq:2,gaga:eq:2,equation,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:248,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:248,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:248,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:eq:3,gaga:eq:3,equation,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:256,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:256,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:256,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:eq:4,gaga:eq:4,equation,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:262,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:262,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:262,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:eq:5,gaga:eq:5,equation,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:270,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:270,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:270,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:eq:6,gaga:eq:6,equation,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:279,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:279,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:279,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:eq:7,gaga:eq:7,equation,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:296,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:296,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:296,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:eq:8,gaga:eq:8,equation,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:307,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:307,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:307,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:eq:9,gaga:eq:9,equation,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:327,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:327,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:327,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:no:17,gaga:no:17,numbered_unit,gaga,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:363,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:363,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:363,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,comparison-sheaves;formal,algebraization-section-formal-functions;coherent-section-coherent-formal;coherent-section-existence-proper,0886;0A0H;0EHN,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
