unit_id,unit_type,unit_title,rank,score,overlap,tag,full_label,file,line,kind,section_title,snippet,query_sha256,status
gaga:no:1,numbered_unit,1. Analytic subsets of affine space,11,18.486867,space;subsets,0B2R,varieties-lemma-intersection-in-projective-space,varieties.tex,6366,lemma,Projective space,"egin lemma Let k be a field and n 0 . Let X, Y P n k be nonempty closed subsets. If im(X) = r and im(Y) = s and r + s n , then X ap Y is nonempty and im(X ap Y) r + s - n .",7EA4BE03BCC46AC77EED70FD0918A5EEDCD86C8808FA95CDB1B59093E7AFC91E,lexical_candidate_only
gaga:no:1,numbered_unit,1. Analytic subsets of affine space,12,18.356263,of;space;subsets,02I1,topology-definition-catenary,topology.tex,1535,definition,Codimension and catenary spaces,"egin definition Let X be a topological space. We say X is catenary if for every pair of irreducible closed subsets T T' we have ext codim (T, T') < and every maximal chain of irreducible closed subsets T = T 0 T 1 T e = T' has the same length (equal to the codimension).",7EA4BE03BCC46AC77EED70FD0918A5EEDCD86C8808FA95CDB1B59093E7AFC91E,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,1,24.030076,analytic;of;space,,pione-section-comparison-complex,pione.tex,1602,section,Comparison over the complex numbers,Comparison over the complex numbers Let X be a scheme of finite type over C . We write X an for the associated complex analytic space and X( C ) for its underlying s,1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,2,18.222924,notion;of;space,00VO,sites-example-sheaves-topological,sites.tex,961,example,Sheaves,"egin example Let X be a topological space. Let X Zar be the site constructed in Example ef example-site-topological . The notion of a sheaf on X Zar coincides with the notion of a sheaf on X introduced in Sheaves, Definition ef sheaves-definition-sheaf .",1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,3,17.727390,notion;of;space,03NN,etale-cohomology-example-sheaf-site-space,etale-cohomology.tex,617,example,Sheaves,"egin example Working this out for the site X Zar associated to a topological space, see Example ef example-site-topological-space , gives the usual notion of sheaves.",1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,4,17.727390,notion;of;space,02F3,exercises-remark-tangent-space-relative,exercises.tex,3255,remark,Tangent Spaces,egin remark Exercise ef exercise-compute-TS explains why it is necessary to consider the tangent space of X over S to get a good notion.,1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,5,16.743674,notion;of,0268,stacks-section-definition,stacks.tex,561,section,Stacks,Stacks Here is the definition of a stack. It mixes the notion of a fibred category with the notion of descent. egin definition Let,1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,6,16.529727,notion;of;space,0AFL,stacks-properties-section-dimension,stacks-properties.tex,2960,section,Dimension of a stack,"Dimension of a stack We can define the dimension of an algebraic stack X at a point x , using the notion of dimension of an algebraic space at a point (Properties of Space",1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,7,16.346665,analytic;of,,etale-lemma-etale-analytification-local-isomorphism,etale.tex,2067,lemma,Permanence properties,"egin lemma egin reference ite[Expose 190, nextsuperscript o 3, p. 308] FGA . Let f : X o Y be a morphism of schemes of finite type over C . Then f is etale if and only if the associated morphism f an : X an Y an of complex analytic spaces is a local isomorphism.",1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,8,16.329599,notion;of;space,0AD7,spaces-over-fields-section-modifications-alterations,spaces-over-fields.tex,1131,section,Modifications and alterations,Modifications and alterations Using our notion of an integral algebraic space we can define a modification as follows. egin definition Let S,1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,9,16.275506,analytic;of,032Y,algebra-lemma-analytically-unramified-easy,algebra.tex,45808,lemma,Nagata rings,"egin lemma Let (R, m) be a Noetherian local ring. egin enumerate If R is analytically unramified, then R is reduced. If R is analytically unramified, then each minimal prime of R is analytically unramified. If R is reduced with minimal primes q 1, , q t , and each q i is analytic",1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,10,15.965572,notion;of;space,07Y6,artin-section-inf,artin.tex,3215,section,Infinitesimal deformations,"Infinitesimal deformations In this section we discuss a generalization of the notion of the tangent space introduced in Section ef section-tangent-spaces . To do this intelligently, we borrow so",1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,11,15.920032,notion,07YV,artin-section-dual,artin.tex,4320,section,A dual notion,"A dual notion Let (x, A' o A) be a deformation situation for a given category X fibred in groupoids over a locally Noetherian scheme S . Assume X has an",1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:no:2,numbered_unit,2. The notion of analytic space,12,15.555513,notion;of,02XU,categories-section-presheaves-categories,categories.tex,7813,section,Presheaves of categories,Presheaves of categories In this section we compare the notion of fibred categories with the closely related notion of a ``presheaf of categories''. The basic construction is e,1901BD4BCD619625706973F11120C55C6FD0D2D2B041487024A72CE7BF644D34,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",1,39.270860,definition;endowed;is;of;sheaf;to;topology,00ZL,sites-definition-associated-sheaf-topology,sites.tex,11645,definition,Sheafification in a topology,egin definition Let C be a category endowed with a topology J . Let F be a presheaf of sets on C . The sheaf F \# := LL F together with the canonical map F o F \# is called the sheaf associated to F .,AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",2,35.960064,an;is;of;sheaf;space;subject;to,03LS,spaces-properties-lemma-characterize-sheaf-small-etale,spaces-properties.tex,2952,lemma,The etale site of an algebraic space,"egin lemma Let S be a scheme. Let X be an algebraic space over S . A sheaf F on X is given by the following data: egin enumerate for every U (X ) a sheaf F U on U , for every f : U' o U in X an isomorphism c f : f small -1 F U o F U' . These data are subject to the condition that",AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",3,34.765010,an;definition;is;of;sheaf;space;subsheaf,0857,spaces-limits-definition-subsheaf-sections-annihilated-by-ideal,spaces-limits.tex,3247,definition,Sections with support in a closed subset,egin definition Let S be a scheme. Let X be an algebraic space over S . Let I O X be a quasi-coherent sheaf of ideals of finite type. Let F be a quasi-coherent O X -module. The subsheaf F ' F defined in Lemma ef lemma-sections-annihilated-by-ideal above is called the subsheaf of ,AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",4,32.604152,is;sheaf;subject;to;topology,021K,topologies-lemma-characterize-sheaf-big-etale,topologies.tex,1296,lemma,The etale topology,"egin lemma Let S be a scheme contained in a big etale site . A sheaf F on the big etale site ( /S) is given by the following data: egin enumerate for every T/S (( /S) ) a sheaf F T on T , for every f : T' o T in ( /S) a map c f : f small -1 F T o F T' . These data are subject to ",AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",5,32.302336,an;definition;endowed;is;of;space;topology,03BY,spaces-properties-definition-topological-space,spaces-properties.tex,460,definition,Points of algebraic spaces,egin definition Let S be a scheme. Let X be an algebraic space over S . The underlying topological space of X is the set of points |X| endowed with the topology constructed in Lemma ef lemma-topology-points .,AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",6,32.223917,definition;is;of;sheaf;space;subsheaf,01AQ,modules-definition-generated-by-local-sections,modules.tex,429,definition,Sections of sheaves of modules,"egin definition Let (X, O X) be a ringed space. Let F be a sheaf of O X -modules. Given a set I , and local sections s i , i I of F we say that the subsheaf G of Lemma ef lemma-generated-by-local-sections above is the subsheaf generated by the s i .",AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",7,32.045713,an;definition;endowed;is;of;space;topology,04Y8,stacks-properties-definition-topological-space,stacks-properties.tex,1038,definition,Points of algebraic stacks,egin definition Let X be an algebraic stack. The underlying topological space of X is the set of points | X | endowed with the topology constructed in Lemma ef lemma-topology-points .,AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",8,31.729346,definition;endowed;is;of;sheaf;topology,00Z8,sites-definition-sheaf-sets-topology,sites.tex,11088,definition,Topologies,"egin definition Let C be a category endowed with a topology J . Let F be a presheaf of sets on C . We say that F is a sheaf on C if for every U ( C ) and for every covering sieve S of U the canonical map extit PSh ( C ) (h U, F ) extit PSh ( C ) (S, F ) is bijective.",AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",9,31.645594,an;of;sheaf;space;subsheaf,02UY,cohomology-lemma-subsheaf-irreducible,cohomology.tex,3635,lemma,Vanishing on Noetherian topological spaces,egin lemma Let X be an irreducible topological space. Let H nderline Z be an abelian subsheaf of the constant sheaf. Then there exists a nonempty open U X such that H | U = nderline d Z U for some d Z .,AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",10,30.841076,an;definition;of;space;subsheaf;to,085A,spaces-limits-definition-subsheaf-sections-supported-on-closed,spaces-limits.tex,3319,definition,Sections with support in a closed subset,egin definition Let S be a scheme. Let X be an algebraic space over S . Let T |X| be a closed subset whose complement corresponds to an open subspace U X with quasi-compact inclusion morphism U o X . Let F be a quasi-coherent O X -module. The quasi-coherent subsheaf F ' F defined,AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",11,29.812948,definition;is;of;sheaf;subsheaf,01PP,properties-definition-subsheaf-sections-annihilated-by-ideal,properties.tex,3798,definition,Sections with support in a closed subset,egin definition Let X be a scheme. Let I O X be a quasi-coherent sheaf of ideals of finite type. Let F be a quasi-coherent O X -module. The subsheaf F ' F defined in Lemma ef lemma-sections-annihilated-by-ideal above is called the subsheaf of sections annihilated by I .,AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:def:1,definition,"Definition 1. --- An analytic space is a set X endowed with a topology and with a subsheaf H X of the sheaf C(X) , subject to the following axioms:",12,29.081448,an;definition;is;subject;to,0C6Z,models-definition-type,models.tex,429,definition,Numerical types,"egin definition A numerical type T is given by n, m i, a ij , w i, g i where n 1 is an integer and m i , a ij , w i , g i are integers for 1 i, j n subject to the following conditions egin enumerate m i > 0 , w i > 0 , g i 0 , the matrix A = (a ij ) is symmetric and a ij 0 for i ",AAB152D0DD8203D15CA1BA8857810C6CD00950668FFAC0DBC5E0C21694407184,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,1,18.708375,analytic,,pione-section-comparison-complex,pione.tex,1602,section,Comparison over the complex numbers,Comparison over the complex numbers Let X be a scheme of finite type over C . We write X an for the associated complex analytic space and X( C ) for its underlying s,B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,2,15.959061,analytic,032Y,algebra-lemma-analytically-unramified-easy,algebra.tex,45808,lemma,Nagata rings,"egin lemma Let (R, m) be a Noetherian local ring. egin enumerate If R is analytically unramified, then R is reduced. If R is analytically unramified, then each minimal prime of R is analytically unramified. If R is reduced with minimal primes q 1, , q t , and each q i is analytic",B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,3,15.748664,analytic,,etale-lemma-etale-analytification-local-isomorphism,etale.tex,2067,lemma,Permanence properties,"egin lemma egin reference ite[Expose 190, nextsuperscript o 3, p. 308] FGA . Let f : X o Y be a morphism of schemes of finite type over C . Then f is etale if and only if the associated morphism f an : X an Y an of complex analytic spaces is a local isomorphism.",B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,4,9.086508,sheaves,04TP,sites-section-glueing-sheaves,sites.tex,5631,section,Glueing sheaves,"Glueing sheaves This section is the analogue of Sheaves, Section ef sheaves-section-glueing-sheaves . egin lemma egin slogan Maps of sheaves",B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,5,8.658464,sheaves,00WO,sites-section-representable-sheaves,sites.tex,2315,section,Representable sheaves,Representable sheaves Let C be a category. The canonical topology is the finest topology such that all representable presheaves are sheaves (it is formally defin,B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,6,8.658464,sheaves,00WL,sites-section-sheaves-injective,sites.tex,2237,section,Injective and surjective maps of sheaves,"Injective and surjective maps of sheaves egin definition Let C be a site, and let arphi : F o G be a map of sheaves o",B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,7,8.554349,sheaves,00ZN,sites-section-topology-and-sheaves,sites.tex,11683,section,Topologies and sheaves,Topologies and sheaves egin lemma Let C be a category endowed with a topology J . Let U be an object of C . Let S be a,B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,8,8.509152,sheaves,00AK,sheaves-section-glueing-sheaves,sheaves.tex,5071,section,Glueing sheaves,Glueing sheaves In this section we glue sheaves defined on the members of a covering of X . We first deal with maps. egin lemma Let X be a top,B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,9,8.509152,sheaves,00VQ,sites-definition-category-sheaves-sets,sites.tex,998,definition,Sheaves,egin definition The category ( C ) of sheaves of sets is the full subcategory of the category extit PSh ( C ) whose objects are the sheaves of sets.,B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,10,8.493001,sheaves,006S,sheaves-section-sheaves,sheaves.tex,501,section,Sheaves,Sheaves In this section we explain the sheaf condition. egin definition Let X be a topological space. egin enumerate A sheaf,B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,11,8.460519,sheaves,01AF,modules-section-kernels,modules.tex,60,section,The abelian category of sheaves of modules,"The abelian category of sheaves of modules Let (X, O X) be a ringed space, see Sheaves, Definition ef sheaves-definition-ringed-space . Let F , G be sheaves of O",B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:no:3,numbered_unit,3. Analytic sheaves,12,8.460519,sheaves,00YR,sites-section-sheaves-algebraic-structures,sites.tex,10307,section,Sheaves of algebraic structures,"Sheaves of algebraic structures In Sheaves, Section ef sheaves-section-algebraic-structures we introduced a type of algebraic structure to be a pair ( A , s) , wher",B0BD8058C2B2FA3E4882AA72A6F02E034599CDAF0478E95FE3218F7059325385,lexical_candidate_only
gaga:prop:1,proposition,"Proposition 1. --- a) The sheaf H X is a coherent sheaf of rings (18, no. 15).",1,27.823037,coherent;no;sheaf,0346,divisors-lemma-S1-no-embedded,divisors.tex,411,lemma,Embedded points,"egin lemma Let X be a locally Noetherian scheme. Let F be a coherent sheaf on X . Then the following are equivalent: egin enumerate F has no embedded associated points, and F has property (S 1) .",12F6AA4442E31B8B57FD09D4FBC2862B80019026B10B06104821B951D5463ECE,lexical_candidate_only
gaga:prop:1,proposition,"Proposition 1. --- a) The sheaf H X is a coherent sheaf of rings (18, no. 15).",2,25.360733,coherent;is;no;of;sheaf,02OM,divisors-lemma-no-embedded-points-endos,divisors.tex,520,lemma,Embedded points,"egin lemma Let X be a locally Noetherian scheme. Let F be a coherent O X -module without embedded associated points. Set I = ( O X O X ( F , F )). This is a coherent sheaf of ideals which defines a closed subscheme Z X without embedded points. Moreover there exists a coherent she",12F6AA4442E31B8B57FD09D4FBC2862B80019026B10B06104821B951D5463ECE,lexical_candidate_only
gaga:prop:1,proposition,"Proposition 1. --- a) The sheaf H X is a coherent sheaf of rings (18, no. 15).",3,22.323892,coherent;is;of;sheaf,0AZB,intersection-section-cycle-of-coherent-sheaf,intersection.tex,179,section,Cycle associated to a coherent sheaf,Cycle associated to a coherent sheaf Suppose that X is a variety and that F is a coherent O X -module with im(ext Supp ( F )) k . Let Z i be,12F6AA4442E31B8B57FD09D4FBC2862B80019026B10B06104821B951D5463ECE,lexical_candidate_only
gaga:prop:1,proposition,"Proposition 1. --- a) The sheaf H X is a coherent sheaf of rings (18, no. 15).",4,21.406561,coherent;is;of;sheaf,01BY,modules-lemma-coherent-abelian,modules.tex,1641,lemma,Coherent modules,"egin lemma Let (X, O X) be a ringed space. egin enumerate Any finite type subsheaf of a coherent sheaf is coherent. Let arphi : F o G be a morphism from a finite type sheaf F to a coherent sheaf G . Then (arphi) is of finite type. Let arphi : F o G be a morphism of coherent O X -",12F6AA4442E31B8B57FD09D4FBC2862B80019026B10B06104821B951D5463ECE,lexical_candidate_only
gaga:prop:1,proposition,"Proposition 1. --- a) The sheaf H X is a coherent sheaf of rings (18, no. 15).",5,21.042614,coherent;of;rings,05CU,algebra-section-coherent,algebra.tex,21691,section,Coherent rings,Coherent rings We use the discussion on interchanging and to determine for which rings products of flat modules are flat. It turns out that these are the so-call,12F6AA4442E31B8B57FD09D4FBC2862B80019026B10B06104821B951D5463ECE,lexical_candidate_only
gaga:prop:1,proposition,"Proposition 1. --- a) The sheaf H X is a coherent sheaf of rings (18, no. 15).",6,20.861716,coherent;is;rings,05CY,algebra-lemma-Noetherian-coherent,algebra.tex,21796,lemma,Coherent rings,egin lemma A Noetherian ring is a coherent ring.,12F6AA4442E31B8B57FD09D4FBC2862B80019026B10B06104821B951D5463ECE,lexical_candidate_only
gaga:prop:1,proposition,"Proposition 1. --- a) The sheaf H X is a coherent sheaf of rings (18, no. 15).",7,20.799605,coherent;is;of;sheaf,0EEA,spaces-chow-section-cycle-of-coherent-sheaf,spaces-chow.tex,485,section,Cycle associated to a coherent sheaf,"Cycle associated to a coherent sheaf This is the analogue of Chow Homology, Section ef chow-section-cycle-of-coherent-sheaf . egin definition definition-cycle-associated-to-",12F6AA4442E31B8B57FD09D4FBC2862B80019026B10B06104821B951D5463ECE,lexical_candidate_only
gaga:prop:1,proposition,"Proposition 1. --- a) The sheaf H X is a coherent sheaf of rings (18, no. 15).",8,20.184966,coherent;is;no;of;sheaf,03DW,descent-proposition-same-cohomology-quasi-coherent,descent.tex,3867,proposition,Cohomology of quasi-coherent modules and topologies,"egin proposition egin slogan Cohomology of quasi-coherent sheaves is the same no matter which topology you use. Let S be a scheme. Let F be a quasi-coherent sheaf on S . Let au \ Zariski, , smooth, syntomic, fppf\ . egin enumerate There is a canonical isomorphism H q(S, F ) = H q",12F6AA4442E31B8B57FD09D4FBC2862B80019026B10B06104821B951D5463ECE,lexical_candidate_only
gaga:prop:1,proposition,"Proposition 1. --- a) The sheaf H X is a coherent sheaf of rings (18, no. 15).",9,19.901885,coherent;is;rings,05CX,algebra-lemma-coherent-ring,algebra.tex,21783,lemma,Coherent rings,"egin lemma Let R be a ring. If R is coherent, then a module is coherent if and only if it is finitely presented.",12F6AA4442E31B8B57FD09D4FBC2862B80019026B10B06104821B951D5463ECE,lexical_candidate_only
gaga:prop:1,proposition,"Proposition 1. --- a) The sheaf H X is a coherent sheaf of rings (18, no. 15).",10,19.850683,coherent;of;sheaf,01YF,coherent-lemma-coherent-filter,coherent.tex,3051,lemma,Devissage of coherent sheaves,"egin lemma Let X be a Noetherian scheme. Let F be a coherent sheaf on X . There exists a filtration 0 = F 0 F 1 F m = F by coherent subsheaves such that for each j = 1, , m there exist an integral closed subscheme Z j X and a nonzero coherent sheaf of ideals I j O Z j such that F",12F6AA4442E31B8B57FD09D4FBC2862B80019026B10B06104821B951D5463ECE,lexical_candidate_only
gaga:prop:1,proposition,"Proposition 1. --- a) The sheaf H X is a coherent sheaf of rings (18, no. 15).",11,19.826859,coherent;is;of;rings;sheaf,0D7M,spaces-simplicial-lemma-quasi-coherent-sheaf,spaces-simplicial.tex,2600,lemma,Cartesian sheaves and modules,"egin lemma In Situation ef situation-simplicial-site let O be a sheaf of rings on C total . Let F be a sheaf of O -modules. Then F is quasi-coherent in the sense of Modules on Sites, Definition ef sites-modules-definition-site-local if and only if F is cartesian and F n is a quas",12F6AA4442E31B8B57FD09D4FBC2862B80019026B10B06104821B951D5463ECE,lexical_candidate_only
