unit_id,item,unit_type,parent_id,source_start,source_end,fr_loc,en_loc,authority_sha256,fga_topics,topic_evidence_labels,topic_evidence_tags,decision_id,disposition,review_state,stacks_labels,stacks_tags,rationale
fga.149.p178,149,source_page,fga.149,178,178,fr/149.tex:530,en/149.tex:524,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p179,149,source_page,fga.149,179,179,fr/149.tex:590,en/149.tex:584,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p180,149,source_page,fga.149,180,180,fr/149.tex:659,en/149.tex:652,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p181,149,source_page,fga.149,181,181,fr/149.tex:708,en/149.tex:699,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p182,149,source_page,fga.149,182,182,fr/149.tex:763,en/149.tex:751,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p183,149,source_page,fga.149,183,183,fr/149.tex:830,en/149.tex:818,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p184,149,source_page,fga.149,184,184,fr/149.tex:888,en/149.tex:875,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p185,149,source_page,fga.149,185,185,fr/149.tex:939,en/149.tex:925,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p186,149,source_page,fga.149,186,186,fr/149.tex:991,en/149.tex:976,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p187,149,source_page,fga.149,187,187,fr/149.tex:1044,en/149.tex:1028,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p188,149,source_page,fga.149,188,188,fr/149.tex:1094,en/149.tex:1076,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p189,149,source_page,fga.149,189,189,fr/149.tex:1156,en/149.tex:1138,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p190,149,source_page,fga.149,190,190,fr/149.tex:1212,en/149.tex:1193,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p191,149,source_page,fga.149,191,191,fr/149.tex:1289,en/149.tex:1269,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p192,149,source_page,fga.149,192,192,fr/149.tex:1355,en/149.tex:1333,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.p193,149,source_page,fga.149,193,193,fr/149.tex:1418,en/149.tex:1393,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.149.s1,149,section,fga.149,169,171,fr/149.tex:14,en/149.tex:14,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,cohomology;ext-functor,cohomology-section-cech-cohomology-cohomology;cohomology-section-ext;derived-section-ext,01EO;06XP;0BQP,D000001,existing_stronger,reviewed_source_and_stacks,cohomology-section-ext;cohomology-section-global-RHom,0BQP;0B6A,Modern derived sheaf Ext and global RHom subsume the section framework and state the local-to-global spectral sequence
fga.149.s1.eq.1-1,149,equation,fga.149.s1,169,169,fr/149.tex:29,en/149.tex:29,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s1.eq.1-2,149,equation,fga.149.s1,169,169,fr/149.tex:39,en/149.tex:39,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s1.eq.u.n01,149,equation,fga.149.s1,169,169,fr/149.tex:55,en/149.tex:54,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s1.eq.u.n02,149,equation,fga.149.s1,169,169,fr/149.tex:60,en/149.tex:59,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s1.eq.1-3,149,equation,fga.149.s1,170,170,fr/149.tex:65,en/149.tex:64,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s1.proposition.1,149,proposition,fga.149.s1,170,170,fr/149.tex:72,en/149.tex:71,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,D000002,existing_stronger,reviewed_source_and_stacks,cohomology-section-ext,0BQP,The Stacks spectral sequence has the same E2 page and a derived-category abutment under explicit convergence hypotheses
fga.149.s1.proposition.1.eq.1-4,149,equation,fga.149.s1.proposition.1,170,170,fr/149.tex:75,en/149.tex:74,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s1.corollary.1,149,corollary,fga.149.s1,170,170,fr/149.tex:81,en/149.tex:80,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,D000003,existing_stronger,reviewed_source_and_stacks,cohomology-lemma-Rhom-strictly-perfect;cohomology-section-global-RHom,08DM;0B6A,A finite locally free first argument is a strictly perfect complex so derived Hom reduces to the ordinary dual tensor construction and global cohomology
fga.149.s1.corollary.1.eq.1-5,149,equation,fga.149.s1.corollary.1,170,170,fr/149.tex:83,en/149.tex:82,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s1.corollary.1.eq.1-6,149,equation,fga.149.s1.corollary.1,170,170,fr/149.tex:90,en/149.tex:89,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s1.corollary.1.eq.u.n01,149,equation,fga.149.s1.corollary.1,170,170,fr/149.tex:97,en/149.tex:96,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s1.corollary.1.eq.1-7,149,equation,fga.149.s1.corollary.1,170,170,fr/149.tex:104,en/149.tex:103,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s1.corollary.1.eq.1-8,149,equation,fga.149.s1.corollary.1,170,170,fr/149.tex:111,en/149.tex:109,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s1.proposition.2,149,proposition,fga.149.s1,170,171,fr/149.tex:117,en/149.tex:115,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,D000334,existing_weaker,integrated_source,cohomology-lemma-stalk-ext-finite-resolution;cohomology-lemma-stalk-internal-hom;cohomology-remark-stalk-ext-finite-presentation,0GM8,The integrated source proves degree-q stalk comparison from a finite free partial resolution through q+1 and all degrees for a pseudo-coherent source while recording that one finite presentation supplies only the degree-zero comparison absent further syzygy finiteness; the intended Noetherian coherent case is covered
fga.149.s1.proposition.3,149,proposition,fga.149.s1,171,171,fr/149.tex:124,en/149.tex:122,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,cohomology;ext-functor,cohomology-section-cech-cohomology-cohomology;cohomology-section-ext;derived-section-ext,01EO;06XP;0BQP,D000005,existing_stronger,reviewed_source_and_stacks,cohomology-lemma-Rhom-complex-of-direct-summands-finite-free;cohomology-section-global-RHom,08I5;0B6A,Stacks computes derived sheaf Hom from a bounded-above finite projective resolution and global RHom gives the claimed hypercohomology
fga.149.s2,149,section,fga.149,171,173,fr/149.tex:140,en/149.tex:137,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,cohomology;ext-functor,cohomology-section-cech-cohomology-cohomology;cohomology-section-ext;derived-section-ext,01EO;06XP;0BQP,D000006,existing_stronger,reviewed_source_and_stacks,derived-section-ext;cohomology-lemma-internal-hom-composition;cohomology-lemma-ext-composition-is-cup,06XP;0A8V;0FVB,Derived-category composition supplies associative Yoneda products and identifies Ext composition with cup product including the sheaf setting
fga.149.s2.eq.2-1,149,equation,fga.149.s2,171,171,fr/149.tex:152,en/149.tex:150,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s2.eq.u.n01,149,equation,fga.149.s2,171,171,fr/149.tex:164,en/149.tex:161,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s2.eq.2-2,149,equation,fga.149.s2,171,171,fr/149.tex:170,en/149.tex:166,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s2.eq.u.n02,149,equation,fga.149.s2,171,171,fr/149.tex:179,en/149.tex:175,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s2.eq.u.n03,149,equation,fga.149.s2,172,172,fr/149.tex:186,en/149.tex:182,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s2.eq.u.n04,149,equation,fga.149.s2,172,172,fr/149.tex:195,en/149.tex:192,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s2.eq.u.n05,149,equation,fga.149.s2,172,172,fr/149.tex:200,en/149.tex:197,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s2.eq.2-3,149,equation,fga.149.s2,172,172,fr/149.tex:207,en/149.tex:204,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s2.eq.2-4,149,equation,fga.149.s2,172,172,fr/149.tex:218,en/149.tex:215,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s2.eq.2-5,149,equation,fga.149.s2,172,172,fr/149.tex:228,en/149.tex:225,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s2.eq.2-6,149,equation,fga.149.s2,173,173,fr/149.tex:245,en/149.tex:242,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s2.eq.2-7,149,equation,fga.149.s2,173,173,fr/149.tex:250,en/149.tex:247,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3,149,section,fga.149,173,177,fr/149.tex:259,en/149.tex:256,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,coherent-sheaf;cohomology;duality;ext-functor;fundamental-class;local-cohomology;quotient;smoothness,coherent-section-coherent-sheaves;cohomology-section-cech-cohomology-cohomology;cohomology-section-ext;derived-section-ext;duality-section-duality;duality-section-duality-proper-over-field;duality-section-fundamental-class;dualizing-section-local-cohomology;groupoids-quotients-section-categorical;groupoids-quotients-section-geometric;groupoids-section-finite-flat-general;local-cohomology-section-generalities;modules-section-coherent;morphisms-section-smooth,01BU;01EO;01V4;01XY;03JD;048I;04AD;06XP;0952;0AU3;0BQP;0DWQ;0E9X;0FVU,D000335,existing_equivalent,integrated_source,cotangent-lemma-conormal-ext-tor-maps;duality-lemma-ext;duality-lemma-regular-ideal-ext;more-algebra-lemma-regular-koszul-regular,0BQW;0BQY;062F,The integrated source constructs the functorial arbitrary-ideal maps from Ext to the dual exterior conormal power and from the exterior conormal power to Tor by the canonical conormal-to-Tor edge map together with the Ext--Tor pairing; the existing Koszul-regular results identify these maps in the regular-sequence case
fga.149.s3.eq.3-1,149,equation,fga.149.s3,173,173,fr/149.tex:263,en/149.tex:260,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.eq.3-2,149,equation,fga.149.s3,173,173,fr/149.tex:282,en/149.tex:279,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.item.i,149,subitem,fga.149.s3,174,174,fr/149.tex:297,en/149.tex:294,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.item.ii,149,subitem,fga.149.s3,174,174,fr/149.tex:299,en/149.tex:296,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.eq.u.n01,149,equation,fga.149.s3,174,174,fr/149.tex:316,en/149.tex:311,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.eq.u.n02,149,equation,fga.149.s3,174,174,fr/149.tex:322,en/149.tex:317,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.eq.3-3,149,equation,fga.149.s3,174,174,fr/149.tex:330,en/149.tex:325,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.eq.3-4,149,equation,fga.149.s3,174,174,fr/149.tex:346,en/149.tex:341,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.proposition.4,149,proposition,fga.149.s3,175,175,fr/149.tex:361,en/149.tex:355,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,quotient,groupoids-quotients-section-categorical;groupoids-quotients-section-geometric;groupoids-section-finite-flat-general,03JD;048I;04AD,D000008,existing_stronger,reviewed_source_and_stacks,more-algebra-lemma-regular-koszul-regular;duality-lemma-regular-ideal-ext,062F;0BQY,A regular sequence is Koszul regular and Stacks computes all exterior powers of Ext through the resulting resolution
fga.149.s3.corollary.1,149,corollary,fga.149.s3,175,175,fr/149.tex:374,en/149.tex:368,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fundamental-class,duality-section-fundamental-class,0E9X,D000009,existing_stronger,reviewed_source_and_stacks,duality-lemma-regular-immersion-ext;duality-lemma-fundamental-class-lci,0BQZ;0E9Z,The regular immersion calculation and lci fundamental class give the canonical top Ext orientation in a more general scheme-theoretic form
fga.149.s3.corollary.1.eq.3-5,149,equation,fga.149.s3.corollary.1,175,175,fr/149.tex:379,en/149.tex:373,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.corollary.1.eq.u.n01,149,equation,fga.149.s3.corollary.1,175,175,fr/149.tex:387,en/149.tex:381,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.corollary.1.eq.u.n02,149,equation,fga.149.s3.corollary.1,175,175,fr/149.tex:394,en/149.tex:388,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.corollary.1.eq.u.n03,149,equation,fga.149.s3.corollary.1,175,175,fr/149.tex:398,en/149.tex:392,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.corollary.2,149,corollary,fga.149.s3,175,176,fr/149.tex:409,en/149.tex:403,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,quotient;smoothness,groupoids-quotients-section-categorical;groupoids-quotients-section-geometric;groupoids-section-finite-flat-general;morphisms-section-smooth,01V4;03JD;048I;04AD,D000010,existing_stronger,reviewed_source_and_stacks,duality-lemma-regular-immersion-ext;duality-lemma-fundamental-class-lci,0BQZ;0E9Z,The derived regular-immersion formula together with the determinant of the conormal sequence yields the displayed canonical sheaf Ext identification
fga.149.s3.corollary.2.eq.3-6,149,equation,fga.149.s3.corollary.2,176,176,fr/149.tex:419,en/149.tex:413,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.corollary.2.eq.3-6-bis,149,equation,fga.149.s3.corollary.2,176,176,fr/149.tex:423,en/149.tex:417,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.proposition.5,149,proposition,fga.149.s3,176,177,fr/149.tex:429,en/149.tex:423,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,duality;ext-functor;smoothness,cohomology-section-ext;derived-section-ext;duality-section-duality;duality-section-duality-proper-over-field;morphisms-section-smooth,01V4;06XP;0AU3;0BQP;0FVU,D000011,existing_stronger,reviewed_source_and_stacks,dualizing-lemma-sitting-in-degrees;dualizing-lemma-regular-gorenstein;duality-lemma-sheaf-with-exact-support-quasi-coherent,0A7U;0AWX;0A78,Dualizing-complex support bounds over regular Gorenstein local rings and exact-support RHom subsume the vanishing and intrinsic embedding-independent formulation
fga.149.s3.proposition.5.eq.3-7,149,equation,fga.149.s3.proposition.5,176,176,fr/149.tex:435,en/149.tex:429,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.proposition.5.eq.3-7-bis,149,equation,fga.149.s3.proposition.5,176,176,fr/149.tex:443,en/149.tex:437,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.proposition.5.eq.u.n01,149,equation,fga.149.s3.proposition.5,176,176,fr/149.tex:448,en/149.tex:442,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.proposition.5.eq.u.n02,149,equation,fga.149.s3.proposition.5,176,176,fr/149.tex:458,en/149.tex:453,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.proposition.5.eq.u.n03,149,equation,fga.149.s3.proposition.5,177,177,fr/149.tex:475,en/149.tex:470,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s3.corollary.u.n01,149,corollary,fga.149.s3,177,177,fr/149.tex:484,en/149.tex:479,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,coherent-sheaf,coherent-section-coherent-sheaves;modules-section-coherent,01BU;01XY,D000012,existing_stronger,reviewed_source_and_stacks,duality-lemma-sheaf-with-exact-support-internal-home;duality-lemma-duality-proper-over-field,0E2I;0FVV,Exact-support internal Hom and the intrinsic dualizing complex represent the same canonical module functor in greater generality
fga.149.s3.corollary.u.n01.eq.3-8,149,equation,fga.149.s3.corollary.u.n01,177,177,fr/149.tex:487,en/149.tex:482,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s4,149,section,fga.149,177,181,fr/149.tex:492,en/149.tex:487,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,coherent-sheaf;cohomology;fundamental-class;projectivity;properness;quotient;smoothness,coherent-section-coherent-sheaves;cohomology-section-cech-cohomology-cohomology;duality-section-fundamental-class;groupoids-quotients-section-categorical;groupoids-quotients-section-geometric;groupoids-section-finite-flat-general;modules-section-coherent;morphisms-section-projective;morphisms-section-proper;morphisms-section-smooth,01BU;01EO;01V4;01W0;01W7;01XY;03JD;048I;04AD;0E9X,D000013,existing_equivalent,reviewed_source_and_stacks,derham-section-gysin;derham-lemma-gysin-global,0G82;0G86,Stacks constructs the same Hodge-cohomology fundamental classes as global Gysin maps for regular closed immersions
fga.149.s4.eq.u.n01,149,equation,fga.149.s4,177,177,fr/149.tex:498,en/149.tex:493,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s4.lemma.1,149,lemma,fga.149.s4,177,179,fr/149.tex:507,en/149.tex:502,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,cohomology;smoothness,cohomology-section-cech-cohomology-cohomology;morphisms-section-smooth,01EO;01V4,D000014,existing_stronger,reviewed_source_and_stacks,cohomology-section-ext;dualizing-lemma-sitting-in-degrees;derham-lemma-gysin-global,0BQP;0A7U;0G86,Support-codimension Ext vanishing collapses the local-to-global spectral sequence and the resulting edge class is the global Gysin class
fga.149.s4.lemma.1.eq.4-1,149,equation,fga.149.s4.lemma.1,177,177,fr/149.tex:511,en/149.tex:506,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.149.s4.lemma.1.eq.4-1-bis,149,equation,fga.149.s4.lemma.1,177,177,fr/149.tex:517,en/149.tex:512,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
