unit_id,item,unit_type,parent_id,source_start,source_end,source_loc,authority_sha256,source_topics,topic_evidence_labels,topic_evidence_tags,decision_id,disposition,review_state,stacks_labels,stacks_tags,rationale
tohoku:term:spectral-sequence,121;144,term,tohoku:section:2.4,121,144,sem/r7/nodes.csv:40,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,spectral-sequence,homology-section-spectral-sequence,011M,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:term:structure-group-lifting,121;160,term,tohoku:section:3.4,121,160,sem/r7/nodes.csv:41,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:action:3.4.2:P-actions,163,action,tohoku:section:3.4,163,163,sem/r7/nodes.csv:42,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:analogue:abstract-algebraic-geometry,219,analogue,tohoku:section:5.6,219,219,sem/r7/nodes.csv:43,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:application:affine-zariski-coherent-sheaf,177,application,tohoku:section:3.8,177,177,sem/r7/nodes.csv:44,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:application:classical-spaces-with-operators,202,application,tohoku:section:5.2,202,202,sem/r7/nodes.csv:45,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,ext,cohomology-section-ext;derived-section-ext,06XP;0BQP,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:application:corollary-3.9.1-3:cubes,181,application,tohoku:section:3.9,181,181,sem/r7/nodes.csv:46,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,cech,cohomology-section-cech;cohomology-section-cech-cohomology-cohomology,01ED;01EO,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:application:finite-group-algebraic-variety,203,application,tohoku:section:5.2,203,203,sem/r7/nodes.csv:47,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:application:fixed-point-free-case-5.3,205,application,tohoku:section:5.3,205,205,sem/r7/nodes.csv:48,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:application:leray-algebraic-varieties:p1,173,application,tohoku:section:3.7,173,173,sem/r7/nodes.csv:49,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:application:leray-algebraic-varieties:p2,174,application,tohoku:section:3.7,174,174,sem/r7/nodes.csv:50,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:application:modular-group-cohomology,202,application,tohoku:section:5.2,202,202,sem/r7/nodes.csv:51,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:axiom:delta-functor:1,139,axiom,tohoku:section:2.1,139,139,sem/r7/nodes.csv:52,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,delta-functor,homology-section-cohomological-delta-functor,010P,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:axiom:delta-functor:2:p1,139,axiom,tohoku:section:2.1,139,139,sem/r7/nodes.csv:53,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,delta-functor,homology-section-cohomological-delta-functor,010P,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:axiom:delta-functor:2:p2,140,axiom,tohoku:section:2.1,140,140,sem/r7/nodes.csv:54,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,delta-functor,homology-section-cohomological-delta-functor,010P,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:bib:1,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:55,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:10,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:56,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:11,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:57,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:12,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:58,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,ext,cohomology-section-ext;derived-section-ext,06XP;0BQP,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:13,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:59,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,ext,cohomology-section-ext;derived-section-ext,06XP;0BQP,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:14,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:60,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:15,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:61,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:16,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:62,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:17,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:63,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:18,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:64,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:19,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:65,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:2,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:66,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:20,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:67,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:21,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:68,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:3,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:69,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:4,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:70,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:5,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:71,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:5-bis,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:72,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:6,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:73,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:7,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:74,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:8,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:75,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bib:9,221,bibliography_entry,tohoku:bibliography,221,221,sem/r7/nodes.csv:76,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:bibliography,221,bibliography,tohoku:paper,221,221,sem/r7/nodes.csv:77,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,historical_reference,needs_link_review,,,Historical or bibliographic unit requiring source linkage.
tohoku:calculation:H1-union-cokernel,178,calculation,tohoku:section:3.8,178,178,sem/r7/nodes.csv:78,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:calculation:fixed-point-free-g-cover-cochains,209,calculation,tohoku:section:5.5,209,209,sem/r7/nodes.csv:79,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,ext,cohomology-section-ext;derived-section-ext,06XP;0BQP,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:calculation:nonhomogeneous-equivariant-cochains,210,calculation,tohoku:section:5.5,210,210,sem/r7/nodes.csv:80,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,cech,cohomology-section-cech;cohomology-section-cech-cohomology-cohomology,01ED;01EO,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:chapter:2,139,chapter,tohoku:paper,139,139,sem/r7/nodes.csv:81,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,abelian,homology-section-abelian-categories,00ZX,,structural_only,classified,,,Source structure; no independent Stacks object.
tohoku:chapter:I,121;122,chapter,tohoku:paper,121,122,sem/r7/nodes.csv:82,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,abelian,homology-section-abelian-categories,00ZX,,structural_only,classified,,,Source structure; no independent Stacks object.
tohoku:chapter:II,121,chapter,tohoku:paper,121,121,sem/r7/nodes.csv:83,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,abelian,homology-section-abelian-categories,00ZX,,structural_only,classified,,,Source structure; no independent Stacks object.
tohoku:chapter:III,121;153,chapter,tohoku:paper,121,153,sem/r7/nodes.csv:84,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,,structural_only,classified,,,Source structure; no independent Stacks object.
tohoku:chapter:IV,121;185,chapter,tohoku:paper,121,185,sem/r7/nodes.csv:85,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF;8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,ext,cohomology-section-ext;derived-section-ext,06XP;0BQP,,structural_only,classified,,,Source structure; no independent Stacks object.
tohoku:chapter:V,122;195,chapter,tohoku:paper,122,195,sem/r7/nodes.csv:86,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF;8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,,structural_only,classified,,,Source structure; no independent Stacks object.
tohoku:claim:3.4.2:H1-bijection,162,claim,tohoku:section:3.4,162,162,sem/r7/nodes.csv:87,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:claim:3.4.2:H1-bijection:surjectivity,163,claim,tohoku:section:3.4,163,163,sem/r7/nodes.csv:88,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,cech,cohomology-section-cech;cohomology-section-cech-cohomology-cohomology,01ED;01EO,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:claim:3.4.2:u-properties,163,claim,tohoku:section:3.4,163,163,sem/r7/nodes.csv:89,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:claim:cech-H2-counterexample-sheaf,178,claim,tohoku:section:3.8,178,178,sem/r7/nodes.csv:90,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,cech,cohomology-section-cech;cohomology-section-cech-cohomology-cohomology,01ED;01EO,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:claim:closed-cover-star-neighborhood,180,claim,tohoku:section:3.9,180,180,sem/r7/nodes.csv:91,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,cech,cohomology-section-cech;cohomology-section-cech-cohomology-cohomology,01ED;01EO,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:classification:coherent-extension-classes,219,classification,tohoku:section:5.6,219,219,sem/r7/nodes.csv:92,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,ext,cohomology-section-ext;derived-section-ext,06XP;0BQP,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
tohoku:classification:equivariant-bundle-extensions,219,classification,tohoku:section:5.6,219,219,sem/r7/nodes.csv:93,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,ext,cohomology-section-ext;derived-section-ext,06XP;0BQP,,needs_review,generated_intake,,,Requires statement-level mathematical comparison.
