topic_id,score,hit_fields,tag,full_label,file,line,kind,section_title,snippet,status
additive,21,text,07LS,derived-definition-compact-object,derived.tex,11128,definition,Compact objects,"egin definition Let D be an additive category with arbitrary direct sums. A compact object of D is an object K such that the map igoplus i I om D (K, E i) om D (K, igoplus i I E i) is bijective for any set I and objects E i ( D ) parametrized by i I .",lexical_candidate_only
additive,21,text,013H,derived-definition-complexes-notation,derived.tex,2421,definition,The homotopy category,egin definition Let A be an additive category. egin enumerate We set ext Comp ( A ) = ext CoCh ( A ) be the category of (cochain) complexes . A complex K ullet is said to be bounded below if K n = 0 for all n 0 . A complex K ullet is said to be bounded above if K n = 0 for all n ,lexical_candidate_only
additive,21,text,014E,derived-definition-cone,derived.tex,2471,definition,Cones and termwise split sequences,egin definition Let A be an additive category. Let f : K ullet o L ullet be a morphism of complexes of A . The cone of f is the complex C(f) ullet given by C(f) n = L n K n + 1 and differential d C(f) n = ( egin matrix d n L f n + 1 \\ 0 -d K n + 1 ight) It comes equipped with ca,lexical_candidate_only
additive,21,text,014Q,derived-definition-distinguished-triangle,derived.tex,3236,definition,Distinguished triangles in the homotopy category,"egin definition Let A be an additive category. A triangle (X, Y, Z, f, g, h) of K( A ) is called a distinguished triangle of K( A ) if it is isomorphic to the triangle associated to a termwise split exact sequence of complexes, see Definition ef definition-split-ses . Same defini",lexical_candidate_only
additive,21,text,0FXB,derived-definition-orthogonal,derived.tex,11672,definition,Admissible subcategories,"egin definition Let D be an additive category. Let A D be a full subcategory. The right orthogonal A of A is the full subcategory consisting of the objects X of D such that om(A, X) = 0 for all A ( A ) . The left orthogonal A of A is the full subcategory consisting of the objects",lexical_candidate_only
additive,21,text,014I,derived-definition-split-ses,derived.tex,2819,definition,Cones and termwise split sequences,egin definition Let A be an additive category. A termwise split exact sequence of complexes of A is a complex of complexes 0 o A ullet B ullet eta C ullet o 0 together with given direct sum decompositions B n = A n C n compatible with n and eta n . We often write s n : C n o B n ,lexical_candidate_only
additive,21,text,014G,derived-definition-termwise-split-map,derived.tex,2580,definition,Cones and termwise split sequences,egin definition Let A be an additive category. A termwise split injection : A ullet o B ullet is a morphism of complexes such that each A n o B n is isomorphic to the inclusion of a direct summand. A termwise split surjection eta : B ullet o C ullet is a morphism of complexes suc,lexical_candidate_only
additive,21,text,0144,derived-definition-triangle,derived.tex,49,definition,The definition of a triangulated category,"egin definition Let D be an additive category. Let [1] : D o D , E E[1] be an additive functor which is an auto-equivalence of D . egin enumerate A triangle is a sextuple (X, Y, Z, f, g, h) where X, Y, Z ( D ) and f : X o Y , g : Y o Z and h : Z o X[1] are morphisms of D . A morp",lexical_candidate_only
additive,21,text,0145,derived-definition-triangulated-category,derived.tex,95,definition,The definition of a triangulated category,"egin definition A triangulated category consists of a triple ( D , \ [n]\ n Z , T ) where egin enumerate D is an additive category, [1] : D o D , E E[1] is an additive auto-equivalence and [n] for n Z is as discussed above, and T is a set of triangles (Definition ef definition-tr",lexical_candidate_only
additive,21,text,014X,derived-lemma-additive-exact-homotopy-category,derived.tex,3431,lemma,Distinguished triangles in the homotopy category,"egin lemma Let A , B be additive categories. Let F : A o B be an additive functor. The induced functors egin matrix F : K( A ) K( B ) \\ F : K + ( A ) K + ( B ) \\ F : K - ( A ) K - ( B ) \\ F : K b( A ) K b( B ) are exact functors of triangulated categories.",lexical_candidate_only
additive,21,text,05RQ,derived-lemma-bounded-triangulated-subcategories,derived.tex,3402,lemma,Distinguished triangles in the homotopy category,"egin lemma Let A be an additive category. The categories K + ( A ) , K - ( A ) , and K b( A ) are full triangulated subcategories of K( A ) .",lexical_candidate_only
additive,21,text,0G6C,derived-lemma-improve-distinguished-triangle-homotopy,derived.tex,3459,lemma,Distinguished triangles in the homotopy category,"egin lemma Let A be an additive category. Let (A ullet, B ullet, C ullet, a, b, c) be a distinguished triangle in K( A ) . Then there exists an isomorphic distinguished triangle (A ullet, (B') ullet, C ullet, a', b', c) such that 0 o A n o (B') n o C n o 0 is a split short exact ",lexical_candidate_only
additive,21,text,014H,derived-lemma-make-commute-map,derived.tex,2591,lemma,Cones and termwise split sequences,"egin lemma Let A be an additive category. Let A ullet f a B ullet b \\ C ullet g D ullet be a diagram of morphisms of complexes commuting up to homotopy. If f is a termwise split injection, then b is homotopic to a morphism which makes the diagram commute. If g is a termwise spli",lexical_candidate_only
additive,21,text,013N,derived-lemma-make-injective,derived.tex,2623,lemma,Cones and termwise split sequences,egin lemma Let A be an additive category. Let : K ullet o L ullet be a morphism of complexes of A . There exists a factorization K ullet ilde / 1pc/[rr] ilde L ullet L ullet such that egin enumerate ilde is a termwise split injection (see Definition ef definition-termwise-split-m,lexical_candidate_only
additive,21,text,0642,derived-lemma-make-surjective,derived.tex,2728,lemma,Cones and termwise split sequences,egin lemma Let A be an additive category. Let : K ullet o L ullet be a morphism of complexes of A . There exists a factorization K ullet i / 1pc/[rr] ilde K ullet ilde L ullet such that egin enumerate ilde is a termwise split surjection (see Definition ef definition-termwise-spli,lexical_candidate_only
additive,21,text,086L,derived-lemma-nilpotent,derived.tex,2903,lemma,Cones and termwise split sequences,"egin lemma Let A be an additive category. Let 0 o A i ullet o B i ullet o C i ullet o 0 , i = 1, 2, 3 be termwise split exact sequences of complexes. Let b : B 1 ullet o B 2 ullet and b' : B 2 ullet o B 3 ullet be morphisms of complexes such that center A 1 ullet 0 B 1 ullet b C ",lexical_candidate_only
additive,21,text,014O,derived-lemma-rotate-cone,derived.tex,3207,lemma,Cones and termwise split sequences,"egin lemma Let A be an additive category. Let f : K ullet o L ullet be a morphism of complexes. The triangle (L ullet, C(f) ullet, K ullet[1], i, p, f[1]) is the triangle associated to the termwise split sequence 0 o L ullet o C(f) ullet o K ullet[1] o 0 coming from the definitio",lexical_candidate_only
additive,21,text,014N,derived-lemma-rotate-triangle,derived.tex,3176,lemma,Cones and termwise split sequences,"egin lemma Let A be an additive category. Let ( : A ullet o B ullet, eta : B ullet o C ullet, s n, n) be a termwise split sequence of complexes. Let (A ullet, B ullet, C ullet, , eta, elta) be the associated triangle. Then the triangle (C ullet[-1], A ullet, B ullet, elta[-1], , ",lexical_candidate_only
additive,21,text,014M,derived-lemma-sequence-maps-split,derived.tex,3140,lemma,Cones and termwise split sequences,egin lemma Let A be an additive category. Let A 1 ullet o A 2 ullet o o A n ullet be a sequence of composable morphisms of complexes. There exists a commutative diagram A 1 ullet A 2 ullet A n ullet \\ B 1 ullet B 2 ullet B n ullet such that each morphism B i ullet o B i + 1 ulle,lexical_candidate_only
additive,21,text,014L,derived-lemma-the-same-up-to-isomorphisms,derived.tex,2996,lemma,Cones and termwise split sequences,"egin lemma Let A be an additive category. egin enumerate Given a termwise split sequence of complexes ( : A ullet o B ullet, eta : B ullet o C ullet, s n, n) there exists a homotopy equivalence C( ) ullet o C ullet such that the diagram A ullet B ullet C( ) ullet -p A ullet[1] \\",lexical_candidate_only
additive,21,text,014K,derived-lemma-third-isomorphism,derived.tex,2941,lemma,Cones and termwise split sequences,"egin lemma Let A be an additive category. Let f 1 : K 1 ullet o L 1 ullet and f 2 : K 2 ullet o L 2 ullet be morphisms of complexes. Let (a, b, c) : (K 1 ullet, L 1 ullet, C(f 1) ullet, f 1, i 1, p 1) (K 2 ullet, L 2 ullet, C(f 2) ullet, f 2, i 2, p 2) be any morphism of triangle",lexical_candidate_only
additive,21,text,05SS,derived-lemma-triangle-independent-splittings,derived.tex,2852,lemma,Cones and termwise split sequences,"egin lemma Let A be an additive category. Let 0 o A ullet o B ullet o C ullet o 0 be termwise split exact sequences as in Definition ef definition-split-ses . Let ( ') n , (s') n be a second collection of splittings. Denote elta' : C ullet A ullet[1] the morphism associated to th",lexical_candidate_only
additive,21,text,014R,derived-lemma-two-split-injections,derived.tex,3257,lemma,Distinguished triangles in the homotopy category,"egin lemma Let A be an additive category. Suppose that : A ullet o B ullet and eta : B ullet o C ullet are split injections of complexes. Then there exist distinguished triangles (A ullet, B ullet, Q 1 ullet, , p 1, d 1) , (A ullet, C ullet, Q 2 ullet, eta irc , p 2, d 2) and (B ",lexical_candidate_only
additive,21,text,014S,derived-proposition-homotopy-category-triangulated,derived.tex,3320,proposition,Distinguished triangles in the homotopy category,egin proposition Let A be an additive category. The category K( A ) of complexes up to homotopy with its natural translation functors and distinguished triangles as defined above is a triangulated category.,lexical_candidate_only
additive,21,text,05RP,derived-remark-boundedness-conditions-triangulated,derived.tex,3389,remark,Distinguished triangles in the homotopy category,"egin remark Let A be an additive category. Exactly the same proof as the proof of Proposition ef proposition-homotopy-category-triangulated shows that the categories K + ( A ) , K - ( A ) , and K b( A ) are triangulated categories. Namely, the cone of a morphism between bounded (",lexical_candidate_only
additive,21,text,0G6E,derived-remark-double-complex-as-tensor-product-of,derived.tex,3535,remark,Distinguished triangles in the homotopy category,"egin remark Let A , B , C be additive categories and assume C has countable direct sums. Suppose that : A imes B C , (X, Y) X Y is a functor which is bilinear on morphisms. This determines a functor ext Comp ( A ) imes ext Comp ( B ) ext DoubleComp ( C ), (X ullet, Y ullet) X ull",lexical_candidate_only
additive,21,text,0G6D,derived-remark-homotopy-double,derived.tex,3488,remark,Distinguished triangles in the homotopy category,"egin remark Let A be an additive category with countable direct sums. Let ext DoubleComp ( A ) denote the category of double complexes in A , see Homology, Section ef homology-section-double-complexes . We can use this category to construct two triangulated categories. egin enume",lexical_candidate_only
additive,21,text,014J,derived-remark-make-commute,derived.tex,2877,remark,Cones and termwise split sequences,"egin remark Let A be an additive category. Let 0 o A i ullet o B i ullet o C i ullet o 0 , i = 1, 2 be termwise split exact sequences. Suppose that a : A 1 ullet o A 2 ullet , b : B 1 ullet o B 2 ullet , and c : C 1 ullet o C 2 ullet are morphisms of complexes such that A 1 ullet",lexical_candidate_only
additive,21,text,09WA,derived-remark-special-triangles,derived.tex,456,remark,Elementary results on triangulated categories,"egin remark Let D be an additive category with translation functors [n] as in Definition ef definition-triangle . Let us call a triangle (X, Y, Z, f, g, h) special This is nonstandard notation. if for every object W of D the long sequence of abelian groups o om D (W, X) o om D (W",lexical_candidate_only
additive,21,text,0CQP,derived-section-admissible,derived.tex,11666,section,Admissible subcategories,Admissible subcategories A reference for this section is ite[Section 1] Bondal-Kapranov . egin definition Let D be an additive category. Le,lexical_candidate_only
additive,21,text,09SM,derived-section-compact,derived.tex,11122,section,Compact objects,Compact objects Here is the definition. egin definition Let D be an additive category with arbitrary direct sums. A compact ob,lexical_candidate_only
additive,21,text,014D,derived-section-cones,derived.tex,2458,section,Cones and termwise split sequences,"Cones and termwise split sequences Let A be an additive category, and let K( A ) denote the category of complexes of A with morphisms given by morphisms of complexes up",lexical_candidate_only
additive,21,text,05RN,derived-section-homotopy,derived.tex,2412,section,The homotopy category,The homotopy category Let A be an additive category. The homotopy category K( A ) of A is the category of complexes of A with morphisms give,lexical_candidate_only
additive,21,text,09L9,dga-example-category-complexes,dga.tex,3193,example,Differential graded categories,egin example [Differential graded category of complexes] Let B be an additive category. We will construct a differential graded category ext Comp dg ( B ) over R = Z whose associated category of complexes is ext Comp ( B ) and whose associated homotopy category is K( B ) . As obj,lexical_candidate_only
additive,21,text,09MM,dga-example-graded-category-graded-objects,dga.tex,2968,example,Graded categories,"egin example [Graded category of graded objects] Let B be an additive category. Recall that we have defined the category ext Gr ( B ) of graded objects of B in Homology, Definition ef homology-definition-graded . In this example, we will construct a graded category ext Gr gr ( B ",lexical_candidate_only
additive,21,text,09LB,dga-lemma-additive-functor-induces-dga-functor,dga.tex,3291,lemma,Differential graded categories,egin lemma Let F : B o B ' be an additive functor between additive categories. Then F induces a functor of differential graded categories F : ext Comp dg ( B ) o ext Comp dg ( B ') of Example ef example-category-complexes inducing the usual functors on the category of complexes a,lexical_candidate_only
additive,21,text,09QZ,dga-section-compact,dga.tex,6170,section,Characterizing compact objects,"Characterizing compact objects Compact objects of additive categories are defined in Derived Categories, Definition ef derived-definition-compact-object . In this section we characterize compact",lexical_candidate_only
additive,21,text,08Y6,dualizing-definition-indecomposable,dualizing.tex,552,definition,Injective hulls,"egin definition An object X of an additive category is called indecomposable if it is nonzero and if X = Y Z , then either Y = 0 or Z = 0 .",lexical_candidate_only
additive,21,text,057Y,exercises-exercise-filtered-vector-spaces,exercises.tex,267,exercise,Additive and abelian categories,"egin exercise Let k be a field. Let C be the category of filtered vector spaces over k , see Homology, Definition ef homology-definition-filtered for the definition of a filtered object of any category. egin enumerate Show that this is an additive category (explain carefully what",lexical_candidate_only
additive,21,text,057Z,exercises-exercise-torsion-free,exercises.tex,284,exercise,Additive and abelian categories,egin exercise Let R be a Noetherian domain. Let C be the category of finitely generated torsion free R -modules. egin enumerate Show that this is an additive category. Let f : N o M be a morphism of C . Show that f has a kernel and cokernel (make sure you define precisely what th,lexical_candidate_only
additive,21,text,0GNQ,functors-lemma-functor-on-modules,functors.tex,416,lemma,Functors on module categories,"egin lemma Let A be a ring. Let B be an additive category with arbitrary direct sums and cokernels. There is an equivalence of categories between egin enumerate the category of functors F : ext Mod A o B which are right exact and commute with arbitrary direct sums, and the catego",lexical_candidate_only
additive,21,text,0GNN,functors-lemma-functor-on-modules-fp,functors.tex,258,lemma,Functors on module categories,"egin lemma Let A be a ring. Let B be an additive category with cokernels. There is an equivalence of categories between egin enumerate the category of functors F : ext Mod fp A o B which are right exact, and the category of pairs (K, appa) where K ( B ) and appa : A o ext End B (",lexical_candidate_only
additive,21,text,0FNA,homology-definition-additive-monoidal,homology.tex,3980,definition,Additive monoidal categories,"egin definition An additive monoidal category is an additive category A endowed with a monoidal structure , (Categories, Definition ef categories-definition-monoidal-category ) such that is an additive functor in each variable.",lexical_candidate_only
additive,21,text,012Z,homology-definition-associated-simple-complex,homology.tex,4195,definition,Double complexes and associated total complexes,"egin definition Let A be an additive category. Let A ullet, ullet be a double complex. The associated simple complex , denoted sA ullet , also often called the associated total complex , denoted ext Tot (A ullet, ullet ) , is given by sA n = ext Tot n(A ullet, ullet ) = igoplus n",lexical_candidate_only
additive,21,text,012Y,homology-definition-double-complex,homology.tex,4121,definition,Double complexes and associated total complexes,"egin definition Let A be an additive category. A double complex in A is given by a system (\ A p, q , d 1 p, q , d 2 p, q \ p, q Z ) , where each A p, q is an object of A and d 1 p, q : A p, q o A p + 1, q and d 2 p, q : A p, q o A p, q + 1 are morphisms of A such that the follow",lexical_candidate_only
additive,21,text,010E,homology-definition-exact,homology.tex,716,definition,Abelian categories,egin definition Let A be an additive category. Consider a sequence of morphisms o x o y o z o or x 1 o x 2 o o x n in A . We say such a sequence is a complex if the composition of any two consecutive (drawn) arrows is zero. If A is abelian then we say a complex of the first type ,lexical_candidate_only
additive,21,text,0125,homology-definition-graded,homology.tex,3859,definition,Graded objects,"egin definition Let A be an additive category. The category of graded objects of A , denoted ext Gr ( A ) , is the category with egin enumerate objects A = (A i) are families of objects A i , i Z of objects of A , and morphisms f : A = (A i) o B = (B i) are families of morphisms ",lexical_candidate_only
additive,21,text,09MG,homology-definition-graded-shift,homology.tex,3933,definition,Graded objects,"egin definition Let A be an additive category. If A = (A i) is a graded object, then the k th shift A[k] is the graded object with A[k] i = A k + i .",lexical_candidate_only
additive,21,text,010X,homology-definition-homotopy-equivalent,homology.tex,2873,definition,Complexes,egin definition Let A be an additive category. We say a morphism a : A ullet o B ullet is a homotopy equivalence if there exists a morphism b : B ullet o A ullet such that there exists a homotopy between b irc a and ext id A and there exists a homotopy between a irc b and ext id ,lexical_candidate_only
additive,21,text,0113,homology-definition-homotopy-equivalent-cochain,homology.tex,3096,definition,Complexes,egin definition Let A be an additive category. We say a morphism a : A ullet o B ullet is a homotopy equivalence if there exists a morphism b : B ullet o A ullet such that there exists a homotopy between b irc a and ext id A and there exists a homotopy between a irc b and ext id ,lexical_candidate_only
additive,21,text,09SG,homology-definition-karoubian,homology.tex,514,definition,Karoubian categories,egin definition Let C be a preadditive category. We say C is Karoubian if every idempotent endomorphism of an object of C has a kernel.,lexical_candidate_only
additive,21,text,011A,homology-definition-shift,homology.tex,3268,definition,Homotopy and the shift functor,"egin definition Let A be an additive category. Let A ullet be a chain complex with boundary maps d A, n : A n o A n - 1 . For any k Z we define the k -shifted chain complex A[k] ullet as follows: egin enumerate we set A[k] n = A n + k , and we set d A[k], n : A[k] n o A[k] n - 1 ",lexical_candidate_only
additive,21,text,011G,homology-definition-shift-cochain,homology.tex,3427,definition,Homotopy and the shift functor,"egin definition Let A be an additive category. Let A ullet be a cochain complex with boundary maps d A n : A n o A n + 1 . For any k Z we define the k -shifted cochain complex A[k] ullet as follows: egin enumerate we set A[k] n = A n + k , and we set d A[k] n : A[k] n o A[k] n + ",lexical_candidate_only
additive,21,text,0A5J,homology-example-double-complex-as-tensor-product-of,homology.tex,4171,example,Double complexes and associated total complexes,"egin example Let A , B , C be additive categories. Suppose that : A imes B C , (X, Y) X Y is a functor which is bilinear on morphisms, see Categories, Definition ef categories-definition-product-category for the definition of A imes B . Given complexes X ullet of A and Y ullet of",lexical_candidate_only
additive,21,text,0DLP,homology-lemma-additive-functor,homology.tex,1470,lemma,Additive functors,"egin lemma Let A and B be additive categories. Let F : A o B be a functor. The following are equivalent egin enumerate F is additive, F(A) F(B) o F(A B) is an isomorphism for all A, B A , and F(A B) o F(A) F(B) is an isomorphism for all A, B A .",lexical_candidate_only
additive,21,text,03A3,homology-lemma-adjoint-get-abelian,homology.tex,1662,lemma,Additive functors,"egin lemma Let a : A o B and b : B o A be functors. Assume that egin enumerate A , B are additive categories, a , b are additive functors, and a is right adjoint to b , B is abelian and b is left exact, and ba ong ext id A . Then A is abelian.",lexical_candidate_only
additive,21,text,010W,homology-lemma-compose-homotopy,homology.tex,2848,lemma,Complexes,"egin lemma egin slogan Hom functors of ext Ch ( A ) respect the homotopy relation. Let A be an additive category. Let f, g : B ullet o C ullet be morphisms of chain complexes. Suppose given morphisms of chain complexes a : A ullet o B ullet , and c : C ullet o D ullet . If \ h i ",lexical_candidate_only
additive,21,text,0112,homology-lemma-compose-homotopy-cochain,homology.tex,3074,lemma,Complexes,"egin lemma Let A be an additive category. Let f, g : B ullet o C ullet be morphisms of cochain complexes. Suppose given morphisms of cochain complexes a : A ullet o B ullet , and c : C ullet o D ullet . If \ h i : B i o C i - 1 \ defines a homotopy between f and g , then \ c i - ",lexical_candidate_only
additive,21,text,0122,homology-lemma-filtered,homology.tex,4711,lemma,Filtrations,"egin lemma Let A be an abelian category. The category of filtered objects ext Fil ( A ) has the following properties: egin enumerate It is an additive category. It has a zero object. It has kernels and cokernels, images and coimages. In general it is not an abelian category.",lexical_candidate_only
additive,21,text,011C,homology-lemma-homotopy-shift,homology.tex,3343,lemma,Homotopy and the shift functor,"egin lemma Let A be an additive category. Suppose that A ullet and B ullet are chain complexes. Given any morphism of chain complexes a : A ullet o B ullet there is a bijection between the set of homotopies from a to a and ext Ch ( A ) (A ullet, B[1] ullet) . More generally, the ",lexical_candidate_only
additive,21,text,011I,homology-lemma-homotopy-shift-cochain,homology.tex,3501,lemma,Homotopy and the shift functor,"egin lemma Let A be an additive category. Suppose that A ullet and B ullet are cochain complexes. Given any morphism of cochain complexes a : A ullet o B ullet there is a bijection between the set of homotopies from a to a and ext CoCh ( A ) (A ullet, B[-1] ullet) . More generall",lexical_candidate_only
additive,21,text,09SH,homology-lemma-karoubian,homology.tex,526,lemma,Karoubian categories,"egin lemma Let C be a preadditive category. The following are equivalent egin enumerate C is Karoubian, every idempotent endomorphism of an object of C has a cokernel, and given an idempotent endomorphism p : z o z of C there exists a direct sum decomposition z = x y such that p ",lexical_candidate_only
additive,21,text,05QF,homology-lemma-kernel-localization,homology.tex,1885,lemma,Localization,"egin lemma Let C be an additive category. Let S be a multiplicative system. Let X be an object of C . The following are equivalent egin enumerate Q(X) = 0 in S -1 C , there exists Y ( C ) such that 0 : X o Y is an element of S , and there exists Z ( C ) such that 0 : Z o X is an ",lexical_candidate_only
additive,21,text,05QV,homology-lemma-projectors-have-images,homology.tex,545,lemma,Karoubian categories,"egin lemma Let D be a preadditive category. egin enumerate If D has countable products and kernels of maps which have a right inverse, then D is Karoubian. If D has countable coproducts and cokernels of maps which have a left inverse, then D is Karoubian.",lexical_candidate_only
additive,21,text,011J,homology-lemma-ses-termwise-split-cochain,homology.tex,3520,lemma,Homotopy and the shift functor,egin lemma Let A be an additive category. Let 0 o A ullet o B ullet o C ullet o 0 be a complex (!) of complexes. Suppose that we are given splittings B n = A n C n compatible with the maps in the displayed sequence. Let s n : C n o B n and n : B n o A n be the corresponding maps.,lexical_candidate_only
additive,21,text,0G6A,homology-remark-double-complex-complex-of-complexes-first,homology.tex,4305,remark,Double complexes and associated total complexes,"egin remark Let A be an additive category with countable direct sums. Let ext DoubleComp ( A ) denote the category of double complexes. We can consider an object A ullet, ullet of ext DoubleComp ( A ) as a complex of complexes as follows o A ullet, -1 o A ullet, 0 o A ullet, 1 o ",lexical_candidate_only
