id,part,source_file,source_locator,authority_sha256,observation,adverse_evidence,proposed_smallest_correction,status
TOPOLOGY-010,p01,topology.tex,topology.tex:3910,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"After reduction to a Noetherian space the text says a finite union of irreducible components is not necessarily closed.","Irreducible components are closed and a finite union of them is closed; the intended warning is plausibly that the union is not necessarily open.","Replace 'not necessarily closed' by 'not necessarily open' if confirmed.",reported_to_cjk1_2026-08-22
TOPOLOGY-011,p01,topology.tex,topology.tex:4103-4109,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"The proof asserts that T = X minus E is nowhere dense immediately from density of E, before deriving that conclusion from the locally closed pieces.","Density of E gives only empty interior of T; nowhere density requires the closure of T to have empty interior and is precisely what the subsequent argument establishes.","Replace the premature assertion by 'T has empty interior' or remove it, leaving the subsequent proof to establish nowhere density.",reported_to_cjk1_2026-08-22
TOPOLOGY-012,p01,topology.tex,topology.tex:4577-4590,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"The product-spectral proof establishes irreducibility of p(Z) and q(Z) but then chooses generic points of the closures of p(X) and q(Y).","The proof immediately returns to the closures of p(Z) and q(Z), so the intermediate p(X) and q(Y) do not match the object being proved irreducible.","Replace the two intermediate occurrences p(X), q(Y) by p(Z), q(Z).",reported_to_cjk1_2026-08-22
TOPOLOGY-013,p01,topology.tex,topology.tex:4683-4693,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"A map is defined as f : X to product_U W but the next sentence calls it f : X to Y before Y is defined as f(X).","Y is introduced only at line 4693 as the image f(X); the earlier codomain Y is therefore forward-referential and inconsistent with the displayed definition.","Keep codomain product_U W until Y = f(X) is introduced, or define Y before naming it as codomain.",reported_to_cjk1_2026-08-22
CATEGORIES-001,p01,categories.tex,categories.tex:7005-7008,62F7611AF4C3FEEBD041DB4728B42C7112004CFBB9FA5ECB643C6F5D90DB3F25,"With f : V to U and g : W to V the text says to lift g composed with f.","The typed composite from W to U is f composed with g, and the preceding two-step lift first lifts f and then g.","Replace g composed with f by f composed with g.",reported_to_cjk1_2026-08-22
CATEGORIES-002,p01,categories.tex,categories.tex:7046-7050,62F7611AF4C3FEEBD041DB4728B42C7112004CFBB9FA5ECB643C6F5D90DB3F25,"The pseudo-functor data are written alpha_{f,g} although the defining lemma writes alpha_{g,f}.","The canonical isomorphism at lines 6425-6450 is alpha_{g,f} : (f composed g)^* to g^* composed f^* and the concluding quadruple there also uses alpha_{g,f}.","Replace alpha_{f,g} by alpha_{g,f} unless a deliberate reindexing is documented.",reported_to_cjk1_2026-08-22
CATEGORIES-003,p01,categories.tex,categories.tex:7425-7429,62F7611AF4C3FEEBD041DB4728B42C7112004CFBB9FA5ECB643C6F5D90DB3F25,"The inertia category is written I_mathcal{S} in one formula although the object is otherwise mathcal{I}_mathcal{S}.","The cited inertia lemma and all surrounding notation use mathcal{I}_mathcal{S}; plain I_mathcal{S} is an isolated mismatch.","Replace I_mathcal{S} by mathcal{I}_mathcal{S}.",reported_to_cjk1_2026-08-22
CATEGORIES-004,p01,categories.tex,categories.tex:7603-7623,62F7611AF4C3FEEBD041DB4728B42C7112004CFBB9FA5ECB643C6F5D90DB3F25,"After constructing a functorial isomorphism from d to c composed with b, the concluding sentence calls it d to b composed with c.","Here b : X to X'' and c : X'' to the 2-fibre product, so c composed with b is typed and was explicitly announced at line 7603; b composed with c is not.","Replace b composed with c by c composed with b.",reported_to_cjk1_2026-08-22
CATEGORIES-005,p01,categories.tex,categories.tex:9142-9149,62F7611AF4C3FEEBD041DB4728B42C7112004CFBB9FA5ECB643C6F5D90DB3F25,"The terminal expression contains a duplicated composition operator: (a tensor b) composed composed 1^{-1}.","The preceding equality has one composition operator at every junction and the duplicate is syntactically meaningless.","Delete one duplicated composition operator.",reported_to_cjk1_2026-08-22
CATEGORIES-006,p01,categories.tex,categories.tex:9480-9483,62F7611AF4C3FEEBD041DB4728B42C7112004CFBB9FA5ECB643C6F5D90DB3F25,"The tensor functor of a symmetric monoidal category is declared on mathcal{C} tensor mathcal{C}.","A bifunctor is typed on the categorical product mathcal{C} times mathcal{C}; the same chapter otherwise treats tensor as the functor, not as the product category.","Replace the domain mathcal{C} tensor mathcal{C} by mathcal{C} times mathcal{C}.",reported_to_cjk1_2026-08-22
CATEGORIES-007,p01,categories.tex,categories.tex:8840-8847,62F7611AF4C3FEEBD041DB4728B42C7112004CFBB9FA5ECB643C6F5D90DB3F25,"The product of slice categories is identified with mathcal{C}/U times V.","The representable product should be the slice represented by U times V, i.e. mathcal{C}/(U times V); the same malformed expression is used in the following fibre product.","Replace mathcal{C}/U times V by mathcal{C}/(U times V) in the identification and subsequent occurrence.",reported_to_cjk1_2026-08-22
TOPOLOGY-014,p01,topology.tex,topology.tex:4791-4803,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"After defining Z'_i as constructible-topology subspaces the proof writes Z' = lim Z_i.","The quasi-compact inverse-limit lemma applies to the primed quasi-compact Hausdorff spaces and the next sentence compares maps Z'_i to Z_i; therefore Z' must be lim Z'_i.","Replace lim Z_i by lim Z'_i in the definition of Z'.",reported_to_cjk1_2026-08-22
TOPOLOGY-015,p01,topology.tex,topology.tex:5058-5065,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"The proof invokes quasi-compactness of the spectral topology on Z while citing the constructible-Hausdorff-quasi-compact lemma.","The E_i are constructible and the cited lemma proves quasi-compactness of the constructible topology; the ordinary spectral topology phrase does not supply the needed closed-set argument.","Replace 'spectral topology' by 'constructible topology'.",reported_to_cjk1_2026-08-22
TOPOLOGY-016,p01,topology.tex,topology.tex:5070-5088,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"The conclusion writes W minus E = lim U_i minus E without parentheses.","The lemma statement at 5076 explicitly gives lim (U_i minus E), and the universal-property argument is the inverse limit of the subspaces U_i minus E, not subtraction after taking a limit expression.","Write lim (U_i minus E), matching the lemma statement.",reported_to_cjk1_2026-08-22
TOPOLOGY-017,p01,topology.tex,topology.tex:5165-5167,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"The canonical map X to X^* is said to identify X with an open subspace of X.","The construction is the Stone-Cech compactification X^*, and the codomain just named in the same sentence is X^*; saying X is an open subspace of itself is tautological and misses the assertion.","Replace the final X by X^*.",reported_to_cjk1_2026-08-22
TOPOLOGY-018,p01,topology.tex,topology.tex:5362-5369,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"The Rainwater proof defines E = X minus U intersect f^{-1}(V) without parentheses and immediately calls E closed and identifies its complement with U intersect f^{-1}(V).","Under the written grouping E is the intersection of a closed set with an open preimage and its complement is not U intersect f^{-1}(V); both subsequent claims require complementing the full intersection.","Write E = X minus (U intersect f^{-1}(V)).",reported_to_cjk1_2026-08-22
TOPOLOGY-019,p01,topology.tex,topology.tex:5410-5442,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"The proof starts with X' = beta(Y), extracts a minimal closed E contained in X', and proves E extremally disconnected, but the uniqueness paragraph reverts to a map g : X' to X'' and invokes minimality of X'.","Only E has been proved minimal; beta(Y)=X' need not be. The uniqueness argument is valid after replacing or renaming X' by E.","Rename the constructed E as X' before uniqueness, or run the uniqueness paragraph with g : E to X'' and minimality of E.",reported_to_cjk1_2026-08-22
TOPOLOGY-020,p01,topology.tex,topology.tex:5480-5490,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"A lemma contains the literal list item 'add more here.' and its proof is only 'Omitted.'.","The placeholder explicitly marks unfinished source content rather than a deliberate mathematical statement.","Complete or remove the placeholder item and supply or explicitly disposition the omitted proof.",reported_to_cjk1_2026-08-22
TOPOLOGY-021,p01,topology.tex,topology.tex:5507-5522,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"The definition says one partition refines another when the parts of the first are unions of parts of the second, reversing the standard refinement relation used by the following example.","The irreducible-component partition X_I is finer than the connected-component partition: connected components are unions of X_I, not conversely.","Say that P refines Q when every part of Q is a union of parts of P (or every part of P is contained in a part of Q).",reported_to_cjk1_2026-08-22
TOPOLOGY-022,p01,topology.tex,topology.tex:5820-5824,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"The normal-core argument chooses right-coset representatives G = union H g_i but intersects g_i H g_i^{-1}.","For right-coset representatives the well-defined conjugates are g_i^{-1} H g_i; alternatively g_i H g_i^{-1} requires left-coset representatives G = union g_i H.","Either replace H g_i by g_i H or replace g_i H g_i^{-1} by g_i^{-1} H g_i.",reported_to_cjk1_2026-08-22
TOPOLOGY-023,p01,topology.tex,topology.tex:5865-5873,C6BAC8DCF8AD96DC47416BF34CB45BA4A10B894E40D67D3E1FA68D8EF0D9F872,"The colimit proof declares a functor I to Top but immediately says its values are topological groups G_i and constructs a representability functor on TopGroup.","The diagram whose colimit is being formed is a diagram in TopGroup; Top would forget the group structure needed throughout the argument.","Replace Top by TopGroup in the diagram declaration.",reported_to_cjk1_2026-08-22
