local_path,remote_filename,bytes,md5,sha256
tohoku_r71/ucand.csv,86_TOHOKU_STACKS_R71_unit_candidates.csv,120,42E297B8F07682EF9C3405ED2C974C94,D7D823C01798DC15596F2C67D1177F427A50EE39CDD4F4B6B437FBD56A86D1A4
srcmap/build_tohoku_r71.py,87_TOHOKU_STACKS_R71_builder.py,41131,935E92A89598DF8095F947446912FD8B,F35F2E48924EDEB3C7C48C5A8BF8500BED31134535650ED7C27DD2B88ED7CF75
srcmap/tohoku_r71_contract.json,88_TOHOKU_STACKS_R71_contract.json,7306,180139F4499F25ADDD9F789140185B12,9BCF8AD812879D3040906909627A0BF99CDC5F99204FE8254968DC3638E63219
D1029_CHECK.json,89_TOHOKU_STACKS_R71_D1029_audit.json,5995,40F3F5375646578BD27E72B84961B939,0CAD062C244D2FC3066AE163FF7D137D8B1139337C0144C80E108EB8D0466356
output/publication/TOHOKU_R71_SOURCE_REPAIR_CHECK_PUBLIC.json,90_TOHOKU_STACKS_R71_D1029_source_repair_public.json,26677,23640F5BFECC4F08EE526170212DB96E,B596B09F1927E1373B8D93D3224D1C1343B2E6FDC1CE32528132C7219069BD5B
D1030_CHECK.json,91_TOHOKU_STACKS_R71_D1030_audit.json,4843,FF2A04131B7D1BEBE46D1D32E0EC5D46,6182FBBD43AAF6D05EFA0FE22833D703F7D09694A3708B6B0249B01C7B481514
D1031_CHECK.json,92_TOHOKU_STACKS_R71_D1031_audit.json,4123,4C74A282047EEE5E75E3F41F27F5CB71,6551E7C7912F99143798E0380FB154A0B70D17336CD22F0527C41EB6DF65AD45
D1031_FINAL_SCAN_CHECK.json,93_TOHOKU_STACKS_R71_final_scan.json,3723,08BC4CBD73CCA3B32C6FB0BA6B67760B,74DFE06F44036508CB184FC0792AABED83F3D4184FC008E298CEEBB022FB9FD6
tmp/d1029_post_live_independent_review_r1.json,94_TOHOKU_STACKS_R71_D1029_independent_review.json,11808,5E8E44B6483173E5CAB854A35E9D5736,861F1C59B8091BEF7304E6E6249F3941AA05DECE48BB43B29D4872D5E319910D
tmp/d1030_post_live_independent_review_r1.json,95_TOHOKU_STACKS_R71_D1030_independent_review.json,7590,3B5F7446FC00CF84BA39769DD17B87BC,8C70D8029A5816C17AF91590455F519D623524348CF9DAFD3A078CCFE46D4D15
tmp/d1031_post_live_independent_review_r1.json,96_TOHOKU_STACKS_R71_D1031_independent_review.json,7042,36C8E04AB8FF2030202F8033061002F8,B2D363CEADA81D1B279DD80B9F14FF561EC3B948CEB3FB0DA11A00C1B4D0E0AD
tmp/d1031_final_four_gap_batch_design.json,97_TOHOKU_STACKS_R71_final_four_design.json,26070,96AE930108A4813C8B2CB3333B964F19,37AC8B57BF83C04900BC6350E8EA7CBF235B3EBD39C7096E336DB196901CED04
cohomology.tex,98_TOHOKU_STACKS_R71_cohomology.tex,948056,5F6E1B222BB4A5A8FB7A1C3F85C8580F,028EE1CCEAF173129AA34BC3A407C9D8EE08324F233449E81405D699E58314F9
divisors.tex,99_TOHOKU_STACKS_R71_divisors.tex,398282,F3C6575AD157E268F54EA6D8C3BC7B90,6AFD21925A593A1D302776825ABB176768BDB7E5966982EC04542FAF637AF86C
homology.tex,100_TOHOKU_STACKS_R71_homology.tex,384334,E1E2C1747996B4DD39A904F38B61927A,7520BDAD32E68DB449A671802A5D0B2EFAA6EE4EDEC94206F313AB23AB1B6908
cohomology.pdf,101_TOHOKU_STACKS_R71_cohomology.pdf,2051229,16F36EA9B8517E1B6869019A1DBD850E,146ADB22B666F2069B794535AA360D2F969F5BC0A2521CA7119AEE6AD728FF8D
divisors.pdf,102_TOHOKU_STACKS_R71_divisors.pdf,1135218,EC06DFFD6DCEC183D6BA8385A26E9E69,6B480E31B285358CDFB03BCEADB556F602112F2B43DAD7ACC5504C4DFF666487
homology.pdf,103_TOHOKU_STACKS_R71_homology.pdf,1086437,A853CFF9A236F0C9F894D5CBF05D8326,75AAB417A5EB5E39C3D29A3FEF2DA824A19FC58E0132FA0092C3A47F72D2CE67
srcmap/build_tohoku_r71_publication.py,104_TOHOKU_STACKS_R71_public_projection_builder.py,3382,6A8F83A767FABF90976F16FBFF101652,DB5B7501A105441C78A14B9C725BFC87EC1F463504D517B04AAA51904879CE9F
srcmap/publish_tohoku_r71_zenodo.py,105_TOHOKU_STACKS_R71_Zenodo_publisher.py,37293,1CAB703D7F37892A9121452869B29986,8F463186AFE3DC12E4CBEE9B7C6000C017374571DB6994D089878E035B1960FF
