relative_path,bytes,sha256,role
source_aligned/ega4-21-erratum53-insertion.tex,13378,D5E9B663A516FFEEF50C4EBBED245D887B629FC511AE8D9E0DBEDE25B7C345A3,content
source_aligned/ega4-21.tex,339843,92A56C0BE6812D2386B16069051ED6A3761DB2AB98876C9652BE3BBDEA7EEE59,content
source_aligned/ega4-6.tex,226271,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,content
source_aligned/ega4-7.tex,189380,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,content
source_aligned/ega4-8.tex,205328,E7DEB18559308AFF38014213FA59DCF7C438F4B30BECB191247CC6673E9AE794,content
source_aligned/ega4-9.tex,158599,BDE22E8293CBBE9D1789F2D3FD0F4E455E150479BBC249187EB2867D5C14065B,content
source_aligned/ega4-backmatter-bibliography.tex,2389,1366256405F7373C332211D4B9AC9DC34058292EFD801563CDC0D7F21A5E5DFA,backmatter
source_aligned/ega4-backmatter-contents.tex,11117,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,backmatter
source_aligned/ega4-backmatter-notation.tex,10768,73A67F5AFC881B56C9A7090774CEF8DBC2892F9AD190FE7D6569D2EA8BC3FC6E,backmatter
source_aligned/ega4-backmatter-terminology.tex,18509,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,backmatter
source_aligned/ega4-errata-addenda-list3.tex,55353,54DA3739811AF72128CDA534B43193A3FBEBDC6A94B7CD93E7DF3EB26CD42E3C,errata
the.bib,7562,198195AA06177107E38962A862219906D461665EACE6E3FF0E2676109B5EC566,bibliography
