unit_id,item,unit_type,parent_id,source_start,source_end,source_loc,authority_sha256,source_topics,topic_evidence_labels,topic_evidence_tags,decision_id,disposition,review_state,stacks_labels,stacks_tags,rationale
tohoku:term:infinite-sum,121;128,term,tohoku:section:1.5,121,128,sem/r18/nodes.csv:25,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000011,existing_equivalent,reviewed_equivalent,categories-definition-coproduct,002J,"The source's arbitrary direct sum in a category is the Stacks coproduct, with the same universal property and canonical injections/coprojections."
tohoku:term:injective-object,121;135,term,tohoku:section:1.10,121,135,sem/r18/nodes.csv:26,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,injectives,derived-section-injective-resolutions;homology-section-injectives,0134;013G,D000012,existing_equivalent,reviewed_equivalent,homology-definition-injective;homology-lemma-characterize-injectives,0135;0136,"Stacks gives the extension definition and proves its equivalence with exactness of Hom(-,I), exactly the two source formulations."
tohoku:term:leray-spectral-sequence,121;171,term,tohoku:section:3.7,121,171,sem/r18/nodes.csv:27,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,spectral-sequence,homology-section-spectral-sequence,011M,D000227,existing_equivalent,reviewed_equivalent,cohomology-section-Leray;cohomology-lemma-Leray,01EY;01F2,"The source and Stacks use the same Leray spectral sequence for a continuous map and a sheaf, with the tagged lemma giving the actual spectral sequence."
tohoku:term:limit-in-sheaf-cohomology,121;181,term,tohoku:section:3.10,121,181,sem/r18/nodes.csv:28,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,limits;sheaf-cohomology,categories-section-directed-colimits;categories-section-limits;cohomology-section-cohomology-sheaves;cohomology-section-limits,002D;01DZ;01FE;04AX,D000228,structural_only,reviewed_structural,cohomology-section-limits,01FE,The source term indexes two passage-to-the-limit results rather than defining one object. The tagged Stacks section is the verified thematic counterpart.
tohoku:term:local-ext,121;187,term,tohoku:section:4.2,121,187,sem/r18/nodes.csv:29,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF;8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,ext,cohomology-section-ext;derived-section-ext,06XP;0BQP,D000229,existing_equivalent,reviewed_equivalent,cohomology-section-ext,0BQP,The source local Ext is the sheaf-valued derived Hom construction. The tagged Stacks Ext section develops that same local derived object.
tohoku:term:multiplicative-structure,121;120,term,tohoku:introduction:footnote:1bis,121,120,sem/r18/nodes.csv:30,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000230,structural_only,reviewed_structural,,,"The introduction expressly records multiplicative structures as an omitted topic. It is therefore a structural index concept, and no source-backed labelled target should be asserted."
tohoku:term:permanence-property,121;130,term,tohoku:section:1.6,121,130,sem/r18/nodes.csv:31,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000715,existing_equivalent,integrated_source_stacks_and_independent_review,homology-lemma-additive-diagram-category,,"Stacks now proves pointwise permanence of additive and abelian structure, kernels, cokernels, images, coimages, exactness, products, coproducts, AB3 through AB6, and all dual AB3* through AB6* conditions for additive diagram categories."
tohoku:term:projective-limit,121;133,term,tohoku:section:1.8,121,133,sem/r18/nodes.csv:32,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,limits,categories-section-directed-colimits;categories-section-limits;cohomology-section-limits,002D;01FE;04AX,D000014,existing_equivalent,reviewed_equivalent,categories-definition-system-over-poset;categories-definition-limit,0030;002E,The source projective system is the inverse system over a preorder and its projective limit is the Stacks limit universal property.
tohoku:term:projective-object,121;135,term,tohoku:section:1.10,121,135,sem/r18/nodes.csv:33,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000015,existing_equivalent,reviewed_equivalent,homology-definition-projective;homology-lemma-characterize-projectives,013B;013C,"Stacks gives the lifting definition and its equivalent exactness-of-Hom characterization, matching the dual source notion."
tohoku:term:quotient-category,121;137,term,tohoku:section:1.11,121,137,sem/r18/nodes.csv:34,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000016,existing_stronger,reviewed_stronger,homology-lemma-serre-subcategory-is-kernel,02MS,Stacks constructs the same abelian Serre quotient and adds its universal property; Grothendieck's 'thick' subcategory is Stacks' Serre subcategory.
tohoku:term:resolving-functor,121;149,term,tohoku:section:2.5,121,149,sem/r18/nodes.csv:35,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000127,structural_only,reviewed_structural,,,Stacks' resolution functor resolves complexes into injective complexes and is not Tohoku's exact functor from objects to complexes computing a fixed F.
tohoku:term:sheaf,121;153,term,tohoku:section:3.1,121,153,sem/r18/nodes.csv:36,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000231,existing_equivalent,reviewed_equivalent,sheaves-definition-sheaf,006T,The source and Stacks impose the same local gluing and uniqueness conditions on sections over an open cover.
tohoku:term:sheaf-ext,121;185,term,tohoku:chapter:IV,121,185,sem/r18/nodes.csv:37,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF;8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,ext,cohomology-section-ext;derived-section-ext,06XP;0BQP,D000232,existing_equivalent,reviewed_equivalent,cohomology-section-ext,0BQP,The source Ext sheaves of modules are the sheaf-valued right-derived Hom objects developed in the tagged Stacks section.
tohoku:term:sheaf-hom,121;185,term,tohoku:section:4.1,121,185,sem/r18/nodes.csv:38,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF;8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000233,existing_equivalent,reviewed_equivalent,modules-section-internal-hom,01CM,The source sheaf Hom assigns local module morphisms and sheafifies them; the tagged Stacks section develops the same internal Hom sheaf.
tohoku:term:spectral-functor,121;144,term,tohoku:section:2.4,121,144,sem/r18/nodes.csv:39,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000128,structural_only,reviewed_structural,,,No local definition of an additive functor into a category of spectral sequences was found; Stacks develops functorial spectral sequences without this packaged term.
tohoku:term:spectral-sequence,121;144,term,tohoku:section:2.4,121,144,sem/r18/nodes.csv:40,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,spectral-sequence,homology-section-spectral-sequence,011M,D000129,structural_only,reviewed_structural,homology-definition-spectral-sequence;homology-remark-allow-translation-functors;homology-definition-filtered-complex-ss-converges,011N;0AMI;012U,"Stacks separates page data, bigraded shifts, and convergence; Tohoku bundles bigrading, eventual stability, filtered abutment, and E-infinity identifications into one notion."
tohoku:term:structure-group-lifting,121;160,term,tohoku:section:3.4,121,160,sem/r18/nodes.csv:41,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000234,structural_only,reviewed_structural,,,"This is the organizing topic for the source's specialized nonabelian obstruction argument, not a single definition, and no directly matching tagged Stacks statement was verified."
tohoku:action:3.4.2:P-actions,163,action,tohoku:section:3.4,163,163,sem/r18/nodes.csv:42,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000235,structural_only,reviewed_structural,,,The two actions of P on F and F-prime are proof data internal to Proposition 3.4.2. They should remain a structural step without an invented external match.
tohoku:analogue:abstract-algebraic-geometry,219,analogue,tohoku:section:5.6,219,219,sem/r18/nodes.csv:43,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000560,example_or_remark,reviewed_example_or_remark,,,The source only notes an analogy with abstract algebraic geometry and adds characteristic and fixed-point qualifications; it does not state a theorem with an exact labelled Stacks target.
tohoku:application:affine-zariski-coherent-sheaf,177,application,tohoku:section:3.8,177,177,sem/r18/nodes.csv:44,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000341,existing_stronger,reviewed_stronger,schemes-lemma-basis-affine-opens;schemes-lemma-characterize-separated;coherent-lemma-quasi-coherent-affine-cohomology-zero;coherent-lemma-cech-cohomology-quasi-coherent,01IT;01KP;01XB;01XD,"Stacks verifies the affine basis, affine intersections for separated schemes, affine vanishing for every quasi-coherent module, and the resulting Cech comparison; these statements cover the coherent classical-variety application in greater generality."
tohoku:application:classical-spaces-with-operators,202,application,tohoku:section:5.2,202,202,sem/r18/nodes.csv:45,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000447,example_or_remark,reviewed_example_or_remark,,,This is an application and historical pointer to spaces with operators rather than a standalone comparison target.
tohoku:application:corollary-3.9.1-3:cubes,181,application,tohoku:section:3.9,181,181,sem/r18/nodes.csv:46,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,cech,cohomology-section-cech;cohomology-section-cech-cohomology-cohomology,01ED;01EO,D000342,example_or_remark,reviewed_example_or_remark,,,This is Cartan's coordinate-cube application of the source's special-cover criterion; no labelled Stacks result states this hyperplane-cover reduction.
tohoku:application:finite-group-algebraic-variety,203,application,tohoku:section:5.2,203,203,sem/r18/nodes.csv:47,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000448,example_or_remark,reviewed_example_or_remark,coherent-lemma-higher-direct-images-zero-finite-fibre,02OE,The finite-group algebraic-variety case is an application; Stacks has the cited finite-fibre vanishing result but not this equivariant computation as a matching theorem.
tohoku:application:fixed-point-free-case-5.3,205,application,tohoku:section:5.3,205,205,sem/r18/nodes.csv:48,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000879,example_or_remark,integrated_source_stacks_and_independent_review,cohomology-lemma-orbit-space-equivariant-cohomology-stabilizer-orders;sheaves-lemma-free-discontinuous-sheaf-descent,,Stacks now records the source's fixed-point-free specialization: trivial stabilizers force all positive higher invariant direct images to vanish and canonically identify equivariant cohomology with quotient-space cohomology; the earlier descent lemma also supplies the stated a priori equivalence of sheaf categories.
tohoku:application:leray-algebraic-varieties:p1,173,application,tohoku:section:3.7,173,173,sem/r18/nodes.csv:49,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000343,example_or_remark,reviewed_example_or_remark,,,This first half only announces an application of the preceding supported Leray result and contains no independent mathematical assertion.
tohoku:application:leray-algebraic-varieties:p2,174,application,tohoku:section:3.7,174,174,sem/r18/nodes.csv:50,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,,,,D000344,example_or_remark,reviewed_example_or_remark,,,This continuation merely identifies algebraic varieties with their Zariski topology as the announced setting; it gives no standalone comparison theorem.
tohoku:application:modular-group-cohomology,202,application,tohoku:section:5.2,202,202,sem/r18/nodes.csv:51,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000449,example_or_remark,reviewed_example_or_remark,,,This only advertises an application to modular-group cohomology and cites external computations; it is not a local theorem to map.
tohoku:axiom:delta-functor:1,139,axiom,tohoku:section:2.1,139,139,sem/r18/nodes.csv:52,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,delta-functor,homology-section-cohomological-delta-functor,010P,D000130,existing_equivalent,reviewed_equivalent,homology-definition-cohomological-delta-functor,010Q,"The naturality square for connecting maps is the second Stacks axiom; the surrounding Stacks definition additionally assumes nonnegative degrees, abelian codomain, and exactness."
tohoku:axiom:delta-functor:2:p1,139,axiom,tohoku:section:2.1,139,139,sem/r18/nodes.csv:53,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,delta-functor,homology-section-cohomological-delta-functor,010P,D000131,existing_stronger,reviewed_stronger,homology-definition-cohomological-delta-functor,010Q,"This introduces the long sequence whose consecutive composites must vanish; Stacks requires that same sequence to be exact, hence supplies a stronger packaged axiom."
tohoku:axiom:delta-functor:2:p2,140,axiom,tohoku:section:2.1,140,140,sem/r18/nodes.csv:54,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,delta-functor,homology-section-cohomological-delta-functor,010P,D000132,existing_stronger,reviewed_stronger,homology-definition-cohomological-delta-functor,010Q,"Tohoku only requires the displayed sequence to be a complex. Stacks' delta-functor definition requires exactness and therefore implies, but is not equivalent to, this axiom."
tohoku:bib:1,221,bibliography_entry,tohoku:bibliography,221,221,sem/r18/nodes.csv:55,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000657,historical_reference,integrated_source_bibliography_and_final_audit,,,"Bibliography item 1 is M. F. Atiyah, Complex analytic connections in fibre bundles, Trans. Amer. Math. Soc. 85 (1957), 181--207. The sem/r9 citation graph resolves its source citation to this numbered item; no exact my.bib identity is present, so no substitute key or Stacks label is assigned."
tohoku:bib:10,221,bibliography_entry,tohoku:bibliography,221,221,sem/r18/nodes.csv:56,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000667,historical_reference,integrated_source_bibliography_and_final_audit,,,"Bibliography item 10 is R. Godement, Cohomologie des groupes discontinus, Séminaire Bourbaki, March 1954. The sem/r9 graph resolves three citations to this entry; no exact my.bib identity is present."
tohoku:bib:11,221,bibliography_entry,tohoku:bibliography,221,221,sem/r18/nodes.csv:57,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000668,historical_reference,integrated_source_bibliography_and_final_audit,,,"Bibliography item 11 is A. Grothendieck, A general theory of fibre spaces with structure sheaf, University of Kansas, 1955. The sem/r9 graph resolves ten citations to this item; no unrelated Grothendieck record is substituted."
tohoku:bib:12,221,bibliography_entry,tohoku:bibliography,221,221,sem/r18/nodes.csv:58,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,ext,cohomology-section-ext;derived-section-ext,06XP;0BQP,D000669,historical_reference,integrated_source_bibliography_and_final_audit,,,"Bibliography item 12 is G. Hochschild, Group extensions of Lie groups I, Ann. of Math. 54 (1951), 96--109. The sem/r9 graph resolves the grouped citation [12, 13, 19] to this exact numbered item; lexical Ext candidates are not bibliographic identities."
tohoku:bib:13,221,bibliography_entry,tohoku:bibliography,221,221,sem/r18/nodes.csv:59,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,ext,cohomology-section-ext;derived-section-ext,06XP;0BQP,D000670,historical_reference,integrated_source_bibliography_and_final_audit,,,"Bibliography item 13 is G. Hochschild, Group extensions of Lie groups II, Ann. of Math. 54 (1951), 537--551. The sem/r9 graph resolves the grouped citation [12, 13, 19] to this entry; no Stacks label is assigned."
tohoku:bib:14,221,bibliography_entry,tohoku:bibliography,221,221,sem/r18/nodes.csv:60,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000671,historical_reference,integrated_source_bibliography_and_final_audit,,,"Bibliography item 14 is S. Mac Lane, Duality for groups, Bull. Amer. Math. Soc. 56 (1950), 485--516. my.bib key Maclane is the different 1963 book Homology, so it is explicitly not treated as a match."
tohoku:bib:15,221,bibliography_entry,tohoku:bibliography,221,221,sem/r18/nodes.csv:61,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000672,historical_reference,integrated_source_bibliography_and_final_audit,,,"Bibliography item 15 is J. P. Serre, Faisceaux algébriques cohérents, Ann. of Math. 61 (1955), 197--278. It exactly matches my.bib key FAC and is extensively cited in sem/r9; the bibliography key is evidence rather than a Stacks label."
tohoku:bib:16,221,bibliography_entry,tohoku:bibliography,221,221,sem/r18/nodes.csv:62,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000673,historical_reference,integrated_source_bibliography_and_final_audit,,,"Bibliography item 16 is J. P. Serre, Géométrie algébrique et géométrie analytique, Ann. Inst. Fourier VI (1955--56), 1--42. The sem/r9 graph resolves the source citation; no exact my.bib identity is asserted here."
tohoku:bib:17,221,bibliography_entry,tohoku:bibliography,221,221,sem/r18/nodes.csv:63,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000674,historical_reference,integrated_source_bibliography_and_final_audit,,,"Bibliography item 17 is J. P. Serre, Classes de groupes abéliens et groupes d'homotopie, Ann. of Math. 58 (1953), 258--294. The sem/r9 graph resolves four source citations to it; no Stacks label is assigned."
tohoku:bib:18,221,bibliography_entry,tohoku:bibliography,221,221,sem/r18/nodes.csv:64,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,,,,D000675,historical_reference,integrated_source_bibliography_and_final_audit,,,"Bibliography item 18 is J. P. Serre, Sur la cohomologie des variétés algébriques, J. Math. Pures Appl. 36 (1957), 1--16. The sem/r9 citation graph resolves the source citation; no exact my.bib identity is asserted."
