id,work,item,unit_type,parent_id,title_en,summary_en,source_start,source_end,authority_sha256,source_file,source_line,topics
tohoku:term:local-ext,Tohoku,121;187,term,tohoku:section:4.2,"sheaf Ext O n(A,B)",p121 semantic seed + admitted body coordinate,121,187,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF;8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,29,ext
tohoku:term:multiplicative-structure,Tohoku,121;120,term,tohoku:introduction:footnote:1bis,multiplicative structure,p121 semantic seed + admitted body coordinate,121,120,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,30,
tohoku:term:permanence-property,Tohoku,121;130,term,tohoku:section:1.6,permanence property,p121 semantic seed + admitted body coordinate,121,130,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,31,
tohoku:term:projective-limit,Tohoku,121;133,term,tohoku:section:1.8,projective limit,p121 semantic seed + admitted body coordinate,121,133,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,32,limits
tohoku:term:projective-object,Tohoku,121;135,term,tohoku:section:1.10,projective object,p121 semantic seed + admitted body coordinate,121,135,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,33,
tohoku:term:quotient-category,Tohoku,121;137,term,tohoku:section:1.11,quotient category,p121 semantic seed + admitted body coordinate,121,137,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,34,
tohoku:term:resolving-functor,Tohoku,121;149,term,tohoku:section:2.5,resolving functor,p121 semantic seed + admitted body coordinate,121,149,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,35,
tohoku:term:sheaf,Tohoku,121;153,term,tohoku:section:3.1,sheaf,p121 semantic seed + admitted body coordinate,121,153,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,36,
tohoku:term:sheaf-ext,Tohoku,121;185,term,tohoku:chapter:IV,Ext for sheaves of modules,p121 semantic seed + admitted body coordinate,121,185,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF;8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,37,ext
tohoku:term:sheaf-hom,Tohoku,121;185,term,tohoku:section:4.1,"sheaf Hom O(A,B)",p121 semantic seed + admitted body coordinate,121,185,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF;8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,38,
tohoku:term:spectral-functor,Tohoku,121;144,term,tohoku:section:2.4,spectral functor,p121 semantic seed + admitted body coordinate,121,144,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,39,
tohoku:term:spectral-sequence,Tohoku,121;144,term,tohoku:section:2.4,spectral sequence,p121 semantic seed + admitted body coordinate,121,144,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,40,spectral-sequence
tohoku:term:structure-group-lifting,Tohoku,121;160,term,tohoku:section:3.4,lifting the structure group,p121 semantic seed + admitted body coordinate,121,160,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,41,
tohoku:action:3.4.2:P-actions,Tohoku,163,action,tohoku:section:3.4,"Let P= F G G act on G by inner automorphisms. Then F remains stable under these actions, since F acts trivially on F and F is invariant in G . Thus P acts naturally on F . Moreover, F is stable under the actions of P , and the resulting actions of P on F are p",src/targets.csv + exact aligned layer segments,163,163,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,42,
tohoku:analogue:abstract-algebraic-geometry,Tohoku,219,analogue,tohoku:section:5.6,"There are analogous results in abstract Algebraic Geometry, except that in that case one can write H *(X;G,L)=H *(Y,L G) only if, for example, the order of G is prime to the characteristic, or if G acts ``without fixed points.''",src/targets.csv + exact aligned layer segments,219,219,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,43,
tohoku:application:affine-zariski-coherent-sheaf,Tohoku,177,application,tohoku:section:3.8,"Corollary 4 applies, for example, when X is an algebraic variety with its Zariski topology, U is the collection of affine open subsets of X , and F is a coherent algebraic sheaf on X [15]. Indeed, by [15], the affine open subsets form a basis for the topology ",src/targets.csv + exact aligned layer segments,177,177,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,44,
tohoku:application:classical-spaces-with-operators,Tohoku,202,application,tohoku:section:5.2,"We thus obtain the classical form of the theory of spaces with operators [4]. In the next section we shall give conditions under which this proposition holds, where G is a ``discontinuous group of operators on X without fixed points''. Other such conditions ar",src/targets.csv + exact aligned layer segments,202,202,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,45,
tohoku:application:corollary-3.9.1-3:cubes,Tohoku,181,application,tohoku:section:3.9,"The most striking application of Corollary 3 is the case in which X is the compact cube 0 x i 1 in R n , S is the family of compact cubes A of the form a i x i b i contained in X , and R(A) is the family of coverings of A by two sets defined by hyperplanes par",src/targets.csv + exact aligned layer segments,181,181,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,46,cech
tohoku:application:finite-group-algebraic-variety,Tohoku,203,application,tohoku:section:5.2,"This gives an explicit computation of the sheaves H q(G,A) . Proposition 5.2.2 applies whenever G is finite and X is Hausdorff. Another important case is that in which G is a finite group of automorphisms of an abstract algebraic variety X and Y=X/G is an alge",src/targets.csv + exact aligned layer segments,203,203,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,47,
tohoku:application:fixed-point-free-case-5.3,Tohoku,205,application,tohoku:section:5.3,"If all the n x are equal to 1, that is, if every g G , g e , has no fixed point (we then simply say that G acts without fixed points ), we obtain H n(G,A)=0 for n>0 , and hence H *(X;G,A)=H *(Y,A G) . This is also evident a priori from the isomorphism, noted a",src/targets.csv + exact aligned layer segments,205,205,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,48,
tohoku:application:leray-algebraic-varieties:p1,Tohoku,173,application,tohoku:section:3.7,"This statement may, for example, be applied usefully in the cohomology theory",src/targets.csv + exact aligned layer segments,173,173,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,49,
tohoku:application:leray-algebraic-varieties:p2,Tohoku,174,application,tohoku:section:3.7,of algebraic varieties (with their Zariski topology).,src/targets.csv + exact aligned layer segments,174,174,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,50,
tohoku:application:modular-group-cohomology,Tohoku,202,application,tohoku:section:5.2,"This proposition can be used to compute the cohomology of certain groups, for example the constant-coefficient cohomology of various modular groups in one variable [10].",src/targets.csv + exact aligned layer segments,202,202,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,51,
tohoku:axiom:delta-functor:1,Tohoku,139,axiom,tohoku:section:2.1,"(i) Given a second exact sequence 0 B' B B'' 0 and a homomorphism from the first exact sequence to the second, the corresponding diagram",src/targets.csv + exact aligned layer segments,139,139,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,52,delta-functor
tohoku:axiom:delta-functor:2:p1,Tohoku,139,axiom,tohoku:section:2.1,"(ii) For every exact sequence 0 A' A A'' 0 , the associated sequence of morphisms",src/targets.csv + exact aligned layer segments,139,139,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,53,delta-functor
tohoku:axiom:delta-functor:2:p2,Tohoku,140,axiom,tohoku:section:2.1,"(2.1.1.) T i(A') T i(A) T i(A'') T i+1 (A') is a complex; that is, the composite of any two consecutive morphisms in this sequence is zero.",src/targets.csv + exact aligned layer segments,140,140,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,54,delta-functor
tohoku:bib:1,Tohoku,221,bibliography_entry,tohoku:bibliography,"] M.F.\ Atiyah , Complex analytic connections in fibre bundles, Trans. Amer. Math. Soc.85(1957) 181--207.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,55,
tohoku:bib:10,Tohoku,221,bibliography_entry,tohoku:bibliography,"] R.\ Godement , Cohomologie des groupes discontinus, Séminaire Bourbaki, March 1954.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,56,
tohoku:bib:11,Tohoku,221,bibliography_entry,tohoku:bibliography,"] A.\ Grothendieck , A general theory of fibre spaces with structure sheaf, University of Kansas 1955.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,57,
tohoku:bib:12,Tohoku,221,bibliography_entry,tohoku:bibliography,"] G.\ Hochschild , Group extensions of Lie groups I, Ann. of Math, 54(1951), 96--109",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,58,ext
tohoku:bib:13,Tohoku,221,bibliography_entry,tohoku:bibliography,"] G.\ Hochschild , Group extensions of Lie groups II, Ann. of Math, 54 (1951), 537--551.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,59,ext
tohoku:bib:14,Tohoku,221,bibliography_entry,tohoku:bibliography,"] S.\ Maclane , Duality for groups, Bull. Amer.Math. Soc., 56(1950), 485--516.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,60,
tohoku:bib:15,Tohoku,221,bibliography_entry,tohoku:bibliography,"] J.P.\ Serre , Faisceaux algébriques cohérents, Ann. of Math., 61 (1955),197--278.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,61,
tohoku:bib:16,Tohoku,221,bibliography_entry,tohoku:bibliography,"] J.P.\ Serre , Géométrie algébrique et géométrie analytique. Ann. Inst. Fourier VI(1955--56)1--42.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,62,
tohoku:bib:17,Tohoku,221,bibliography_entry,tohoku:bibliography,"] J.P.\ Serre , Classes de groupes abéliens et groupes d'homotopie, Ann. of Math., 58(1953), 258--294.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,63,
tohoku:bib:18,Tohoku,221,bibliography_entry,tohoku:bibliography,"] J.P.\ Serre , Sur la cohomologie des variétés algébriques, Journ. Math. pures et appl. 36(1957) 1--16 .",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,64,
tohoku:bib:19,Tohoku,221,bibliography_entry,tohoku:bibliography,"] A.\ Shapiro , Ann. of Math., 50 (1949), 581--586.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,65,
tohoku:bib:2,Tohoku,221,bibliography_entry,tohoku:bibliography,"] A.\ Borel , Nouvelle démonstration d'un théorème de P.A. Smith, Commentarii Math. Helv.29 (1955), 27--39",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,66,
tohoku:bib:20,Tohoku,221,bibliography_entry,tohoku:bibliography,"] A.\ Weil , Fibre spaces in Algebraic Geometry (Notes by A. Wallace), Chicago 1952.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,67,
tohoku:bib:21,Tohoku,221,bibliography_entry,tohoku:bibliography,"] A.\ Weil , Généralisation des fonctions abéliennes, J. Math. Pures Appl. 17(1938), 47--87.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,68,
tohoku:bib:3,Tohoku,221,bibliography_entry,tohoku:bibliography,"] D.A.\ Buchsbaum , Exact categories and duality, Trans. Amer. Math. Soc.80 (1955), 1--34",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,69,
tohoku:bib:4,Tohoku,221,bibliography_entry,tohoku:bibliography,"] H.\ Cartan , Séminaire E.N.S. 1950/51.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,70,
tohoku:bib:5,Tohoku,221,bibliography_entry,tohoku:bibliography,"] H.\ Cartan , Séminaire E.N.S. 1951/52.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,71,
tohoku:bib:5-bis,Tohoku,221,bibliography_entry,tohoku:bibliography,"] H.\ Cartan-C.Chevalley , Séminaire E.N.S. 1955/56.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,72,
tohoku:bib:6,Tohoku,221,bibliography_entry,tohoku:bibliography,"] H.\ Cartan-S.Eilenberg , Homological Algebra, Princeton University Press 1956.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,73,
tohoku:bib:7,Tohoku,221,bibliography_entry,tohoku:bibliography,"] H.\ Cartan-J.P. Serre , Un théorème de finitude, C.R. Acad. Sci. Paris 237 (1953), 128--130.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,74,
tohoku:bib:8,Tohoku,221,bibliography_entry,tohoku:bibliography,] P.\ Cartier (Reference not received),src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,75,
tohoku:bib:9,Tohoku,221,bibliography_entry,tohoku:bibliography,"] R.\ Godement , Théorie des faisceaux, in preparation.",src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,76,
tohoku:bibliography,Tohoku,221,bibliography,tohoku:paper,Bibliography 4.8em 4.1em 0.7em 0.28em 0pt 0.3em,src/targets.csv + exact aligned layer segments,221,221,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,77,
tohoku:calculation:H1-union-cokernel,Tohoku,178,calculation,tohoku:section:3.8,"Since Y i is irreducible, we again have H p(Y, Z Y i )=H p(Y i, Z)=0 for p>0 , whence H 1(Y, Z) = ( Z Y 1 Y 2 )/ Im ( ( Z Y 1 + Z Y 2 ) ). This is the cokernel of the homomorphism Z 2 Z 2 given by (n 1,n 2) (n 1-n 2,n 1-n 2) , hence is isomorphic to Z . Thus",src/targets.csv + exact aligned layer segments,178,178,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,78,
tohoku:calculation:fixed-point-free-g-cover-cochains,Tohoku,209,calculation,tohoku:section:5.5,"where the first product extends over a complete system of representatives (i 0, ,i n) of I n+1 /G . In the second product all terms are canonically isomorphic to P(U i 0 i n ) , so this product identifies with the group of maps from G to the fixed group P(U i ",src/targets.csv + exact aligned layer segments,209,209,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,79,
tohoku:calculation:nonhomogeneous-equivariant-cochains,Tohoku,210,calculation,tohoku:section:5.5,"We shall make the complex C( U,P) G explicit when U is a fixed-point-free G -covering. The index set of U is then isomorphic (as a set on which G acts) to a product G I , where G acts by left translations on the first factor: g' (g,i)=(g'g,i) ; we identify i w",src/targets.csv + exact aligned layer segments,210,210,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,80,cech
tohoku:chapter:2,Tohoku,139,chapter,tohoku:paper,Chapter II Homological Algebra in Abelian Categories,src/targets.csv + exact aligned layer segments,139,139,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,81,abelian
tohoku:chapter:I,Tohoku,121;122,chapter,tohoku:paper,Chapter I — Generalities on abelian categories Chapter I Generalities on abelian categories,src/targets.csv + exact aligned layer segments,121,122,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,82,abelian
tohoku:chapter:II,Tohoku,121,chapter,tohoku:paper,Chapter II Homological Algebra in Abelian Categories,src/targets.csv + exact aligned layer segments,121,121,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,83,abelian
tohoku:chapter:III,Tohoku,121;153,chapter,tohoku:paper,Chapter III. Cohomology with coefficients in a sheaf.,src/targets.csv + exact aligned layer segments,121,153,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,84,
tohoku:chapter:IV,Tohoku,121;185,chapter,tohoku:paper,Chapter IV Ext of sheaves of modules.,src/targets.csv + exact aligned layer segments,121,185,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF;8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,85,ext
tohoku:chapter:V,Tohoku,122;195,chapter,tohoku:paper,Chapter V Cohomological Study of Spaces with Operators,src/targets.csv + exact aligned layer segments,122,195,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF;8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,86,
tohoku:claim:3.4.2:H1-bijection,Tohoku,162,claim,tohoku:section:3.4,"We claim that the corresponding map H 1(X,P) H 1(X,H) is bijective. It is a monomorphism by the exact cohomology sequence of [11, Proposition 5.6.2], since H 1(X,L) consists only of the neutral element",src/targets.csv + exact aligned layer segments,162,162,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,87,
