issue_id,unit_id,status,kind,claim,evidence_labels,evidence,control,resolution_decision
I000018,tohoku:theorem:5.5.6,resolved,source_undefined_discrete_action_phrase_and_implicit_separation,"Printed Theorem 5.5.6 says groupe discret d'homéomorphismes, although Chapter V equips G with no topology and Section 5.3 defines groupe discontinu by condition (D); the immediately preceding derivation invokes Lemma 5.5.5, which assumes that condition and X separated.",,"Official Part II SHA-256 8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53, printed p.213, together with pp.203 and 212--213; the corrected p.213 layer currently preserves groupe discret and translates it literally. In the Stacks convention paracompact spaces are Hausdorff, and condition (D) plus Hausdorffness of X/G implies X is Hausdorff.",Preserve the authority wording in the diplomatic lineage; map the theorem using the proof-supported condition-(D) formulation and record that the separatedness hypothesis is redundant under the stated quotient hypothesis.,D000917
I000019,tohoku:comparison:cech-h2-injection,resolved,authority_transcription_bidegree_error,"The official print has E_2^{0,n}=0 for every n>0, but the frozen p.213 diplomatic French, corrected French, English, semantic title, and formula-review record transcribe the first index as 1; this changes the spectral-sequence claim and obscures the stated degree-two bottom-edge injection.",,"Official Part II SHA-256 8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53, printed p.213; production/p213_r1/qa/hi10_h2e2_9000.png 406880 bytes / SHA-256 3204F29FE960C72D20D5BE3EC05E01E7DE79519DF25E9C504F3C07EE39322CAB; equation (5.5.15) on printed p.212; and root correction decision TOH-SRC-P213-005.","Create a no-overwrite p.213 source successor correcting E_2^{1,n} to E_2^{0,n} in all three layers, replay the build and semantic graph without changing stable IDs, and only then append a resolved successor issue tied to the integrated Stacks decision.",D000920
I000020,tohoku:construction:product-hom-sheaf,resolved,source_orbit_product_overcount,"The printed formula H_y=prod_{q(x)=y}(H_x)^{G_x} is false: it repeats one stabilizer-fixed factor for every point of a single orbit, whereas an invariant family on that orbit is determined by one representative and gives H_{xi(y)}^{G_{xi(y)}}.",cohomology-lemma-equivariant-product-internal-hom,"Official Part II SHA-256 8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53, printed p. 215. For G=C2 acting freely and transitively on two points with H_x=Z and identity transport, (prod_{x in y}H_x)^G is the diagonal Z, while the printed product of stabilizer-fixed groups is Z x Z. The corrective Stacks lemma proves the one-factor formula.","Preserve the printed product diplomatically. In corrected French, English, and semantic source replace it by (prod_{q(x)=y}H_x)^G congruent H_{xi(y)}^{G_{xi(y)}} and hence one factor per orbit; keep D000590 open until that no-overwrite source correction is admitted, then append a resolving mapping successor.",D000951
I000021,tohoku:construction:two-coinduced-g-actions,resolved,source_wrong_coinduction_intertwiner,"With the two displayed G-actions and the claimed direction H'->H'', the printed formula psi(f)(g)=g f(g) is not G-equivariant; the equivariant formula in that direction is psi(f)(g)=g^{-1}f(g).",cohomology-lemma-skew-group-hom-injective-acyclic,"Official Part II SHA-256 8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53, printed p. 216. For (h v)_g=v_{gh} and (h star v)_g=h dot v_{gh}, the printed map gives psi(hv)_g=g dot v_{gh}, while (h star psi(v))_g=(hgh) dot v_{gh} in general; with g^{-1}, both sides equal g^{-1} dot v_{gh}. The printed g-formula is equivariant only in the reverse H''->H' direction.","Preserve the printed formula diplomatically. In corrected French, English, and semantic source replace g by g^{-1} in the stated H'->H'' direction; keep D000591 open until that no-overwrite correction is admitted, then append a resolving mapping successor.",D000952
I000022,tohoku:equation:5.6.11,resolved,source_correction_wrong_base_space,"The active local correction TOH-SRC-P217-001 changes the printed Y in spectral sequence I of (5.6.11) to X, but bold Ext_{O,G}^q(A,B) is a sheaf on Y=X/G; therefore H^p(Y,-) is type-correct, whereas H^p(X,-) is undefined without an additional pullback.",cohomology-definition-equivariant-ext;cohomology-lemma-equivariant-ext-spectral-sequences,"Official Part II SHA-256 8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53, printed pp. 214 and 217: (5.6.2) defines the equivariant Hom sheaf on Y=X/G, the discussion following (5.6.7) says the corresponding bold Ext objects are sheaves on Y, and (5.6.11) prints H^p(Y,bold Ext). TOH-SRC-P217-001 and the corrected French, English, and sem/r10 equation row instead carry X.","Preserve Y diplomatically. In the next authorized no-overwrite source and semantic successor, reverse TOH-SRC-P217-001 by restoring Y in corrected French, English, and tohoku:equation:5.6.11. Keep D000655 open while its structural child carries X; after the correction is admitted, append a resolving mapping successor to D000655.",D000953
I000023,tohoku:spectral-sequence:v,resolved,source_coefficient_module_type_error,"For a nontrivial action of G on R, the fixed subgroup N^G of a semilinear R-module is generally only an R^G-module, not an R-module. Consequently the printed claims that N^G is an injective R-module and that Ext_R^p(M,H^q(X;G,B)) is the initial term of sequence V are not typed at the stated generality.",cohomology-lemma-equivariant-ext-crossed-product-spectral-sequence,"Official Part II SHA-256 8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53, printed p. 218. Take R=k[t], G=C2 acting by t maps to -t, and the semilinear module N=R. Then N^G=k[t^2], which is not stable under multiplication by t and hence is not an R-submodule. The adjacent formalized sequence IV uses the correctly typed skew group ring U.","Preserve the printed formula diplomatically. Keep D000644 and D000651 open. During the translation phase, adjudicate either an added trivial G-action hypothesis on R or a corrected coefficient functor/ring, then create no-overwrite corrected source and semantic successors before any resolving mapping decision.",D000977
I000024,tohoku:spectral-sequence:5.7-i-supported-equivariant,resolved,authority_transcription_dropped_support_subscript,"The p. 220 spectral-functor abutment immediately before (5.7.4) is printed as H^m_Phi(X;G,A), but the frozen diplomatic French, corrected French, English, and semantic transcriptions omit the support subscript Phi and read H^m(X;G,A).",,"Official Part II SHA-256 8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53, printed p. 220; production/p220_r1/qa/hi01_top_5000.png, 665188 bytes, SHA-256 5776A7230E88F369A26E24CF244FD7AA00695A7B14B8BC0606D8BF8C5BCCA1FA, visibly shows the subscript Phi. The frozen dip/fr/en p220 layers omit it in the corresponding abutment phrase, and sem/r10/nodes.csv:947 carries the same omission.","Keep D000645 open. Before any resolving mapping decision, create no-overwrite p. 220 source and semantic successors restoring the support subscript in every affected layer, replay downstream validation without changing stable IDs, and append a resolving issue only after that repair is sealed.",D000954
I000025,tohoku:proposition:3.9.2,resolved,source_missing_trace_compatibility_hypothesis,"The final sentence of the proof applies coverings in R(X) to every closed A in S, but the standing trace axiom only requires trace stability when the target is itself a member of an allowed covering. Proposition 3.9.2 is therefore false without an additional compatibility hypothesis ensuring that the induced covering R|_A belongs to R(A).",cohomology-lemma-finite-closed-covering-star-neighbourhood;cohomology-lemma-separating-finite-closed-coverings-refine-open-covering,"Official Part I SHA-256 5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF, printed pp. 179--181. Let X={0,1,2} be discrete, let A={0,1}, take the singleton covering as the sole member of R(X), and take {A} as the sole member of R(A), with the singleton and empty trace families added to satisfy the printed standing axiom. All printed hypotheses hold, but the open covering {{0},{1}} of A has no finite common refinement from R(A).","Preserve the printed statement diplomatically. Add in corrected French, English, and the next semantic successor the hypothesis that R|_A belongs to R(A) for every A in S and R in R(X). Keep the unit mapping at existing_weaker until that no-overwrite source repair is sealed, then append a resolving mapping successor.",D000975
I000026,tohoku:def:right-left-satellites,resolved,source_satellite_index_sign_error,"The printed p. 140 condition i<0 in S_iF=S^{-i}F has the wrong inequality: the left satellite index is positive while its signed graded degree is negative, so the corrected reading is i>0.",homology-definition-right-left-satellite-functors;homology-lemma-satellite-functors-independent-truncation,"Official Part I SHA-256 5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF, printed p. 140, prints i<0. production/p140_fix1/check.json, 9748 bytes, SHA-256 EB7D1F10AC1A228EAC0F6992F2178864726950C8F67888911290E6953F6BF9D6, seals the sole corrected-layer inequality substitution; build/v068c3r11/build.json, 85825 bytes, SHA-256 7571A0D2D3317ACBE08247B14DCB647086355D2F06F931C28A6A0B5E7C2F0B48, and qa/v68r30/check.json, 7127 bytes, SHA-256 6CD6E5C7877900DEEB226EC51282CA13B577F522483EB94009D3C9396E2E38B4, seal the corrected reader. sem/r13/occ.csv occurrence tohoku:occ:p140:o009 has decision_path production/p140_fix1/decisions.jsonl, dip SHA-256 7230C2D09FEC96B35C4FF175879BD6984AF480846A4905944962C6C868FF786F, fr SHA-256 1587B7FF5219AA7D83EB213CC4DD9A76E54B3DE7DB914D9BBCAF01FA983ACC73, en SHA-256 A5D0AAE4F04835D4A12B16B7DAB3224E387FEC37F3821A13773D28B0B5AA67C0, and parity_state PASS; qa/v68r31/sem-check.json, 6535 bytes, SHA-256 40EFC1CE15C90F9DF17755FEA991FA9A7B74C5203E924DACF4614A30E001C875, seals sem/r13.","Preserve printed i<0 in diplomatic French and use i>0 only in corrected French and English. Treat S^{-n}F=S_nF for n>0 as notation. The sealed source, reader, semantic, and Stacks successors close this issue through D000991 without claiming satellite existence or exactness.",D000991
I000027,tohoku:prop:2.2.1,resolved,source_variance_hypothesis_conflation,The printed p. 141 proposition applies positive effaceability and the injective-effacement converse to an exact partial graded connecting functor declared covariant or contravariant. In the contravariant case the categorical dual requires positive co-effaceability and projective effacements.,homology-lemma-finite-effaceability-universality;homology-lemma-right-satellites-injective-effacements;homology-lemma-graded-connecting-functor-dualities,"Official Part I SHA-256 5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF, printed p. 141, together with the preceding duality paragraph and the projective dual on printed p. 142. production/p141_fix1/check.json, 6579 bytes, SHA-256 E8936C2A0D376A2B8EC48EB3B1D70DA76927F59112548A168A5589311F2B3658, seals the variance-sensitive corrected source while preserving the diplomatic French. build/v068c3r12/build.json, 92774 bytes, SHA-256 D3E4CD6540E221EE0F6DEEB1E4E87BB4E572328EABA1681356AB71631894D4FD, and qa/v68r32/check.json, 10340 bytes, SHA-256 E34B9BB8180F5A359985A0CA408CC3F2E8B004C9FA6110D9D510F32C8EE91EF9, seal the reader successor and independent visual audit. sem/r14/manifest.json, 6546 bytes, SHA-256 38CEF77FD45EB826F0E38C95194E37824FBFC99B28A14558E7A6490B7DFDF1DE, sem/r14/validation.json, 3918 bytes, SHA-256 F82C9C8C78F386BC1B7F702F37E19AE5EF27065123930FBA21EC76512CD282DE, and qa/v68r33/sem-check.json, 6707 bytes, SHA-256 93B3075BA187F92D9C6E2A09A91E0B8BCD09F3E8A995DD6D82FFA4643406DC38, seal occurrence tohoku:occ:p141:o003 with diplomatic, corrected-French, and English segment hashes FB74732C022BB575D0C18C3A290D011A7F25B4816D261FFB25F3C04E8685E7B7, 25C4E4FCE69BA7010D18B00ADBA1E9E6A4C1BE47E82F6636A57C5C4A1BAF0164, and 862EF7EB7B57062D8035D66BA140E85D62E51761D4CB7C20F678646AEAF804CE.","Preserve the printed undifferentiated wording in diplomatic French. In corrected French, English, and the semantic graph, use effaceability with injective effacements in the covariant clause and co-effaceability with projective effacements in the contravariant clause, retaining the finite range 0<=i<=a. The sealed source, reader, semantic, and Stacks successors close only this variance issue through D000993.",D000993
I000028,tohoku:footnote:2bis,resolved,source_categorical_term_typo_and_semantic_coalescing,The printed p. 142 proof-stage footnote 2 bis uses sous-truc where the categorical term is sous-objet; sem/r14 also coalesces this independently targetable footnote with theorem node tohoku:thm:2.2.2:p2.,homology-lemma-half-exact-nested-subobjects-enough-injectives,"Official Part I SHA-256 5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF, printed p. 142, proof-stage footnote 2 bis. production/p142_fix1/check.json, 7250 bytes, SHA-256 61DC1736262199D5909580C85756ADFA90C59C7D3BF12ADE4848995DA13A2A25, seals the sole corrected-French categorical substitution sous-truc to sous-objet while retaining byte-exact diplomatic French and English. build/v068c3r13/build.json, 97649 bytes, SHA-256 982525DD08B21E8F2C4A04E6F3D1B7FF99F5547E79F95F28496DC6B2CB0FE2EE, and qa/v68r34/check.json, 13181 bytes, SHA-256 188C5E4A6930CBC1597D8582C7E935AAD6160FF0344ABF3401ABC7E7C1A04BD0, seal the reader successor and independent visual audit. sem/r15/manifest.json, 10320 bytes, SHA-256 8C35707629E40C70049B17A02ECD71891264D057A8E32712B3565FFDFEFE3540, sem/r15/validation.json, 4129 bytes, SHA-256 0C15FDE42EF5C32401F2F045450024DACC669920274D996D85F74E110ADC75CF, and qa/v68r35/sem-check.json, 6726 bytes, SHA-256 F268C2D8553988384C650B011DB3594467F59588E05412C7A56F2FC9C5C924A9, split former combined occurrence tohoku:occ:p142:o001 into theorem occurrence tohoku:occ:p142:o001 and footnote occurrence tohoku:occ:p142:o005. The latter has diplomatic, corrected-French, and English segment hashes EA8B36BA929EFCA6C8F9ED07DD44DD423DAFF759FD61FAECEEAACC523420458A, 5B11411F10E0890642AE975252504B71EAC28B3F340BD5DC7D1693E58897CC60, and 189974B1A267AE730AE7DEF32084812D2717FD7FB596508E9F4B354617FDF1CA.","Preserve sous-truc in diplomatic French, use sous-objet in corrected French, and preserve English. Keep the footnote as separate stable node tohoku:footnote:2bis. Its sufficient condition remains under enough injectives and must be read together with the theorem's separate half-exactness requirement; do not infer arbitrary-F exactness, derived-functor identification, negative satellites, or an all-degree statement. D000995 closes only this categorical-term and semantic-coalescing issue.",D000995
I000029,tohoku:thm:2.2.2:dual,resolved,source_global_universality_scope_error,"The printed p. 142 consequence calls the glued all-integer satellite system a universal graded connecting functor. Printed p. 140 gives an initial universal property only on finite nonnegative right truncations, while degree reversal transports the left step-minus-one construction's terminal property to finite nonpositive truncations; the opposite halfwise variances do not produce global initial universality.",homology-lemma-finite-effaceability-universality;homology-lemma-right-satellites-injective-effacements;homology-lemma-graded-connecting-functor-dualities,"Official Part I SHA-256 5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF, printed pp. 140 and 142. For F=(-) tensor_Z Z/2 on Ab, the glued exact system has S^{-1}(A)=A[2] and S^{-2}=0. The graded connecting functor U concentrated in degree -1 receives both the zero map and the identity in degree -1 from S with the same zero degree-zero component, so initial uniqueness fails.","Preserve the printed phrase in diplomatic French. Keep the D000214 mapping unchanged while creating production/p142_fix2, a fresh bilingual reader and visual witness, a stable-ID semantic successor reusing tohoku:thm:2.2.2:dual and tohoku:occ:p142:o003, and the audited Stacks left-satellite lemma. Resolve only in a later mapping successor whose replacement decision explicitly asserts halfwise universality and denies global all-integer universality.",D000996
I000030,tohoku:construction:extension-by-zero-support-limit,resolved,source_missing_derived_functor_hypotheses,"The p. 220 passage passes from the degree-zero supported-section colimit to the derived formula (5.7.6) under only the neighbourhood condition on Psi, and later identifies colim_U H^q(X,A_U) with H^q_Phi(X,A). The first derived identification additionally requires Gamma_X^G-acyclicity of extension by zero on injective G-sheaves, while the ordinary supported-cohomology identification requires Phi to be paracompactifying; the three subsequent group-cohomology criteria supply neither hypothesis.",cohomology-lemma-equivariant-support-filtered-extension-by-zero;cohomology-lemma-equivariant-support-filtered-second-spectral-sequence,"Official Part II SHA-256 8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53, printed p. 220, formulae (5.7.5)--(5.7.7 bis), states the neighbourhood condition before passing from the section colimit to (5.7.6) and later invokes the ordinary supported-cohomology colimit. The exact D1010 formalization block, 15171 bytes, SHA-256 EDED8F6FD2B6A1EF0CC0DDA6823219763EF51ED80D34FE3E56D51A4C116C84A4, separates Gamma_X^G-acyclicity of I_U for injective G-sheaves from the paracompactifying hypothesis on Phi and proves that conditions (a)--(c) concern only group-cohomology/filtered-colimit interchange.","Preserve the printed wording diplomatically. In corrected exposition and formalization, state the extension-by-zero acyclicity requirement for (5.7.6), state the paracompactifying requirement for the ordinary supported-cohomology comparison, and identify (a)--(c) as alternative criteria only for commuting group cohomology with the filtered colimit. D001024 resolves the missing-hypotheses issue; D001025--D001027 resolve the downstream spectral-sequence and interchange gaps without weakening either gate.",D001024
